date,CO,NO,NO2,PM2.5,NOX,PM10,SO2,WSR,WDR,Zona
2024-07-04 12:00:00,0.86,3.7,10.1,24.72,13.7,58.0,1.8,10.4,126.0,SURESTE
2024-07-04 13:00:00,0.62,3.4,15.8,,19.4,110.0,2.4,11.5,55.0,CENTRO
2024-07-04 13:00:00,0.33,2.4,8.2,22.0,10.6,60.0,2.5,7.9,118.0,NORTE
2024-07-04 13:00:00,0.84,2.7,8.7,25.79,11.4,63.0,1.7,14.1,122.0,SURESTE
2024-07-04 14:00:00,0.57,2.6,12.2,,15.0,89.0,2.5,12.3,49.0,CENTRO
2024-07-04 14:00:00,0.35,2.0,7.9,32.0,9.9,54.0,4.1,9.1,115.0,NORTE
2024-07-04 14:00:00,0.81,2.8,7.1,23.77,9.8,71.0,1.7,16.7,107.0,SURESTE
2024-07-04 15:00:00,0.55,2.4,9.3,,11.9,72.0,2.4,12.3,52.0,CENTRO
2024-07-04 15:00:00,0.3,2.2,5.5,18.0,7.7,74.0,3.3,10.8,121.0,NORTE
2024-07-04 15:00:00,0.85,2.8,7.2,23.89,9.9,63.0,1.8,17.8,102.0,SURESTE
2024-07-04 16:00:00,0.53,2.6,9.6,,12.4,63.0,2.3,12.3,54.0,CENTRO
2024-07-04 16:00:00,0.3,2.6,5.2,13.0,7.8,41.0,2.7,11.9,143.0,NORTE
2024-07-04 16:00:00,0.79,2.7,5.9,17.98,8.7,67.0,1.9,18.1,110.0,SURESTE
2024-07-04 17:00:00,0.52,2.7,8.8,34.78,11.8,57.0,2.3,12.7,60.0,CENTRO
2024-07-04 17:00:00,0.29,2.4,5.4,11.0,7.8,32.0,2.5,12.2,142.0,NORTE
2024-07-04 17:00:00,0.78,3.2,5.9,13.67,9.1,43.0,1.9,18.1,114.0,SURESTE
2024-07-04 18:00:00,0.45,2.4,6.5,25.35,9.1,53.0,2.3,13.5,109.0,CENTRO
2024-07-04 18:00:00,0.31,2.2,6.2,10.0,8.4,27.0,2.3,12.5,139.0,NORTE
2024-07-04 18:00:00,0.75,3.0,5.8,12.14,8.8,33.0,1.9,17.2,120.0,SURESTE
2024-07-04 19:00:00,0.44,2.2,6.9,20.56,9.3,44.0,2.4,13.3,112.0,CENTRO
2024-07-04 19:00:00,0.35,2.5,8.1,10.0,10.6,26.0,2.4,12.6,142.0,NORTE
2024-07-04 19:00:00,0.73,2.8,5.7,9.8,8.5,31.0,1.9,16.2,125.0,SURESTE
2024-07-04 20:00:00,0.45,2.2,7.1,19.58,9.5,43.0,2.4,12.4,114.0,CENTRO
2024-07-04 20:00:00,0.35,2.5,8.2,11.0,10.7,21.0,2.0,10.5,146.0,NORTE
2024-07-04 20:00:00,0.73,2.9,6.3,9.42,9.3,23.0,1.8,14.4,125.0,SURESTE
2024-07-04 21:00:00,0.46,1.9,8.3,15.52,10.4,40.0,2.3,8.7,122.0,CENTRO
2024-07-04 21:00:00,0.37,2.7,12.1,14.0,14.8,37.0,2.2,11.5,125.0,NORTE
2024-07-04 21:00:00,0.67,2.7,4.9,9.15,7.6,27.0,1.8,15.7,127.0,SURESTE
2024-07-04 22:00:00,0.42,1.8,5.9,15.09,8.0,37.0,2.4,10.1,120.0,CENTRO
2024-07-04 22:00:00,0.3,2.5,11.1,15.0,13.6,55.0,2.1,8.2,144.0,NORTE
2024-07-04 22:00:00,0.63,2.6,3.8,10.09,6.4,26.0,1.8,16.3,139.0,SURESTE
2024-07-04 23:00:00,0.42,1.8,5.8,16.14,7.8,37.0,2.5,10.1,111.0,CENTRO
2024-07-04 23:00:00,0.26,1.8,6.4,17.0,8.2,51.0,2.2,7.7,141.0,NORTE
2024-07-04 23:00:00,0.72,2.5,6.9,12.25,9.4,43.0,1.7,19.0,104.0,SURESTE
2024-07-05 00:00:00,0.47,2.1,10.4,16.14,12.7,43.0,2.5,9.2,38.0,CENTRO
2024-07-05 00:00:00,0.27,1.9,7.2,19.0,9.1,55.0,2.2,7.0,102.0,NORTE
2024-07-05 00:00:00,0.66,2.1,4.5,,6.6,43.0,1.8,17.2,100.0,SURESTE
2024-07-05 01:00:00,0.43,1.8,8.1,18.24,10.1,58.0,2.5,7.9,36.0,CENTRO
2024-07-05 01:00:00,0.26,2.0,9.4,20.0,11.5,59.0,2.1,7.8,82.0,NORTE
2024-07-05 01:00:00,0.67,2.0,4.9,12.91,6.9,39.0,1.7,11.4,103.0,SURESTE
2024-07-05 02:00:00,0.42,2.8,10.6,22.0,13.6,58.0,2.3,7.2,30.0,CENTRO
2024-07-05 02:00:00,0.22,1.7,6.6,21.0,8.3,66.0,2.1,8.8,121.0,NORTE
2024-07-05 02:00:00,0.65,1.9,3.4,14.85,5.3,41.0,1.7,11.5,103.0,SURESTE
2024-07-05 03:00:00,0.4,1.8,5.0,23.47,7.0,66.0,2.3,8.3,45.0,CENTRO
2024-07-05 03:00:00,0.21,1.8,5.3,22.0,7.2,69.0,2.3,6.6,112.0,NORTE
2024-07-05 03:00:00,0.63,1.9,2.7,16.86,4.6,40.0,2.0,12.6,109.0,SURESTE
2024-07-05 04:00:00,0.39,2.9,8.2,28.99,11.3,62.0,2.4,7.9,49.0,CENTRO
2024-07-05 04:00:00,0.24,2.0,6.5,23.0,8.6,66.0,2.2,5.8,104.0,NORTE
2024-07-05 04:00:00,0.63,2.0,2.9,19.99,4.9,56.0,1.9,11.4,107.0,SURESTE
2024-07-05 05:00:00,0.38,2.5,6.3,33.38,9.0,66.0,2.4,7.1,62.0,CENTRO
2024-07-05 05:00:00,0.26,3.0,9.1,23.0,12.1,53.0,2.2,5.8,74.0,NORTE
2024-07-05 05:00:00,0.63,1.9,3.9,23.55,5.8,58.0,2.1,12.1,95.0,SURESTE
2024-07-05 06:00:00,0.38,2.5,9.0,38.02,11.7,62.0,2.3,4.0,48.0,CENTRO
2024-07-05 06:00:00,0.3,3.9,8.2,22.0,12.1,60.0,2.1,6.0,79.0,NORTE
2024-07-05 06:00:00,0.65,2.1,5.5,23.98,7.6,65.0,2.1,8.9,93.0,SURESTE
2024-07-05 07:00:00,0.45,9.3,14.0,40.65,23.6,67.0,2.5,5.7,57.0,CENTRO
2024-07-05 07:00:00,0.34,6.4,8.4,25.0,14.8,59.0,2.2,5.8,85.0,NORTE
2024-07-05 07:00:00,0.73,4.2,12.0,24.26,16.1,59.0,2.0,8.8,69.0,SURESTE
2024-07-05 08:00:00,0.53,9.8,14.2,43.01,24.3,68.0,2.5,6.2,62.0,CENTRO
2024-07-05 08:00:00,0.34,7.1,9.0,27.0,16.2,98.0,2.2,6.3,73.0,NORTE
2024-07-05 08:00:00,0.77,4.8,10.6,24.54,15.3,64.0,1.9,8.4,71.0,SURESTE
2024-07-05 09:00:00,0.65,19.8,16.1,45.51,36.2,84.0,2.5,5.1,48.0,CENTRO
2024-07-05 09:00:00,0.34,5.2,8.8,27.0,14.0,88.0,2.2,4.6,106.0,NORTE
2024-07-05 09:00:00,0.82,7.3,10.5,24.12,17.7,68.0,2.0,6.1,84.0,SURESTE
2024-07-05 10:00:00,0.7,19.4,17.8,44.2,37.5,91.0,2.5,7.8,51.0,CENTRO
2024-07-05 10:00:00,0.33,3.2,7.0,26.0,10.2,80.0,2.3,4.6,118.0,NORTE
2024-07-05 10:00:00,0.81,8.1,10.6,24.49,18.6,65.0,2.0,9.3,74.0,SURESTE
2024-07-05 11:00:00,0.67,13.4,20.1,45.55,33.7,93.0,2.4,8.7,45.0,CENTRO
2024-07-05 11:00:00,0.29,2.3,6.3,25.0,8.6,78.0,2.3,5.5,101.0,NORTE
2024-07-05 11:00:00,0.85,7.8,12.3,25.05,20.0,71.0,1.9,10.3,90.0,SURESTE
2024-07-05 12:00:00,0.63,8.2,20.0,48.02,28.5,89.0,2.4,8.9,39.0,CENTRO
2024-07-05 12:00:00,0.34,2.3,5.6,22.0,8.0,82.0,2.4,6.8,128.0,NORTE
2024-07-05 12:00:00,0.93,5.1,12.6,25.66,17.5,74.0,2.0,9.8,110.0,SURESTE
2024-07-05 13:00:00,0.61,4.4,18.0,48.89,22.6,91.0,2.4,9.7,53.0,CENTRO
2024-07-05 13:00:00,0.32,2.4,5.8,20.0,8.2,54.0,2.4,8.7,135.0,NORTE
2024-07-05 13:00:00,0.9,3.4,11.4,30.09,14.8,79.0,1.9,12.4,96.0,SURESTE
2024-07-05 14:00:00,0.58,2.6,11.6,48.04,14.4,90.0,2.4,11.5,72.0,CENTRO
2024-07-05 14:00:00,0.31,2.4,5.7,18.0,8.1,61.0,2.4,8.9,138.0,NORTE
2024-07-05 14:00:00,0.84,2.8,9.5,28.82,12.2,74.0,1.9,12.6,122.0,SURESTE
2024-07-05 15:00:00,0.53,2.5,9.2,47.09,11.9,80.0,2.3,12.4,62.0,CENTRO
2024-07-05 15:00:00,0.31,2.7,5.9,17.0,8.6,47.0,2.3,9.4,121.0,NORTE
2024-07-05 15:00:00,0.82,2.7,7.6,26.42,10.2,72.0,1.8,14.4,118.0,SURESTE
2024-07-05 16:00:00,0.52,2.4,8.1,42.1,10.8,72.0,2.3,11.9,56.0,CENTRO
2024-07-05 16:00:00,0.36,2.9,6.7,17.0,9.6,52.0,2.2,10.0,103.0,NORTE
2024-07-05 16:00:00,0.75,2.7,7.0,31.31,9.6,75.0,2.0,13.4,125.0,SURESTE
2024-07-05 17:00:00,0.52,2.4,9.3,39.48,11.9,59.0,2.4,13.0,68.0,CENTRO
2024-07-05 17:00:00,0.35,2.6,9.2,24.0,11.8,44.0,2.9,10.0,117.0,NORTE
2024-07-05 17:00:00,0.7,2.5,7.5,,9.9,64.0,2.2,13.5,126.0,SURESTE
2024-07-05 18:00:00,0.53,2.3,11.1,37.98,13.7,66.0,2.4,12.0,69.0,CENTRO
2024-07-05 18:00:00,0.43,2.2,8.8,24.0,11.0,52.0,2.4,9.0,143.0,NORTE
2024-07-05 18:00:00,0.72,2.4,7.0,25.3,9.4,65.0,2.3,14.1,117.0,SURESTE
2024-07-05 19:00:00,0.53,2.0,10.0,39.73,12.2,67.0,2.4,10.6,96.0,CENTRO
2024-07-05 19:00:00,0.44,2.2,9.5,18.0,11.7,52.0,2.3,9.2,136.0,NORTE
2024-07-05 19:00:00,0.72,2.3,8.2,23.18,10.4,62.0,2.4,13.2,129.0,SURESTE
2024-07-05 20:00:00,0.5,1.8,8.9,41.83,10.9,72.0,2.3,10.7,111.0,CENTRO
2024-07-05 20:00:00,0.66,5.9,19.8,23.0,25.7,80.0,2.3,8.8,110.0,NORTE
2024-07-05 20:00:00,0.72,2.2,8.3,26.96,10.5,64.0,2.7,11.3,140.0,SURESTE
2024-07-05 21:00:00,0.5,1.8,9.7,42.9,11.8,65.0,2.3,9.3,108.0,CENTRO
2024-07-05 21:00:00,0.38,2.5,8.8,20.0,11.3,84.0,2.3,13.6,134.0,NORTE
2024-07-05 21:00:00,0.73,2.3,8.2,23.8,10.4,55.0,2.5,9.0,114.0,SURESTE
2024-07-05 22:00:00,0.52,1.8,10.2,47.51,12.1,68.0,2.5,6.8,133.0,CENTRO
2024-07-05 22:00:00,0.31,2.0,5.0,16.0,7.1,67.0,1.8,11.9,127.0,NORTE
2024-07-05 22:00:00,0.7,2.4,7.6,18.07,10.0,53.0,2.2,11.8,114.0,SURESTE
2024-07-05 23:00:00,0.49,1.9,8.7,36.79,10.8,53.0,2.4,8.1,67.0,CENTRO
2024-07-05 23:00:00,0.31,2.0,5.3,15.0,7.3,52.0,2.1,9.7,116.0,NORTE
2024-07-05 23:00:00,0.68,2.4,4.4,17.15,6.7,49.0,2.0,17.2,102.0,SURESTE
2024-07-06 00:00:00,0.45,1.9,6.9,34.1,9.1,61.0,2.4,10.1,72.0,CENTRO
2024-07-06 00:00:00,0.28,1.9,5.8,15.0,7.7,61.0,2.2,8.3,89.0,NORTE
2024-07-06 00:00:00,0.67,2.1,3.4,17.37,5.4,46.0,1.8,17.7,101.0,SURESTE
2024-07-06 01:00:00,0.44,1.8,6.3,31.46,8.3,73.0,2.4,8.1,57.0,CENTRO
2024-07-06 01:00:00,0.25,1.9,6.6,,8.5,53.0,1.8,6.1,76.0,NORTE
2024-07-06 01:00:00,0.67,2.0,3.2,16.48,5.2,53.0,1.9,14.1,103.0,SURESTE
2024-07-06 02:00:00,0.45,2.1,7.3,30.31,9.6,73.0,2.5,8.2,50.0,CENTRO
2024-07-06 02:00:00,0.22,1.7,6.2,16.0,7.9,76.0,1.8,6.3,93.0,NORTE
2024-07-06 02:00:00,0.67,1.9,4.0,16.46,5.9,50.0,1.8,10.1,71.0,SURESTE
2024-07-06 03:00:00,0.45,4.0,12.1,29.0,16.3,74.0,2.4,7.2,44.0,CENTRO
2024-07-06 03:00:00,0.21,1.8,6.1,16.0,7.9,67.0,1.9,6.4,93.0,NORTE
2024-07-06 03:00:00,0.66,2.1,7.9,16.5,9.9,49.0,1.8,8.4,53.0,SURESTE
2024-07-06 04:00:00,0.51,4.7,13.3,28.87,18.2,85.0,2.5,8.0,46.0,CENTRO
2024-07-06 04:00:00,0.22,3.6,8.8,17.0,12.4,48.0,2.1,5.6,57.0,NORTE
2024-07-06 04:00:00,0.66,2.1,9.4,,11.3,57.0,2.0,9.4,75.0,SURESTE
2024-07-06 05:00:00,0.43,12.2,14.1,30.88,26.5,92.0,2.5,4.9,52.0,CENTRO
2024-07-06 05:00:00,0.28,8.7,11.8,18.0,20.5,70.0,2.2,4.0,48.0,NORTE
2024-07-06 05:00:00,0.67,2.0,5.6,,7.7,61.0,1.9,7.5,66.0,SURESTE
2024-07-06 06:00:00,0.45,9.0,15.1,35.83,24.3,88.0,2.6,4.1,42.0,CENTRO
2024-07-06 06:00:00,0.28,10.2,10.4,21.0,20.6,81.0,2.3,3.9,5.0,NORTE
2024-07-06 06:00:00,0.66,2.1,7.3,,9.4,61.0,2.0,4.6,53.0,SURESTE
2024-07-06 07:00:00,0.41,11.9,13.8,32.71,25.9,45.0,2.5,3.0,64.0,CENTRO
2024-07-06 07:00:00,0.3,6.0,7.1,22.0,13.0,91.0,2.4,3.8,10.0,NORTE
2024-07-06 07:00:00,0.73,5.3,12.4,,17.6,60.0,2.1,2.5,40.0,SURESTE
2024-07-06 08:00:00,0.27,11.8,12.8,39.99,24.9,,2.5,2.2,33.0,CENTRO
2024-07-06 08:00:00,0.36,7.8,9.1,27.0,16.9,84.0,2.3,1.6,101.0,NORTE
2024-07-06 08:00:00,0.84,10.2,12.3,,22.4,62.0,2.2,4.0,296.0,SURESTE
2024-07-06 09:00:00,0.35,11.6,14.2,,26.1,,2.5,4.5,23.0,CENTRO
2024-07-06 09:00:00,0.36,4.5,9.5,28.0,14.0,121.0,2.7,4.3,97.0,NORTE
2024-07-06 09:00:00,0.97,14.9,17.5,,32.4,69.0,2.2,4.6,327.0,SURESTE
2024-07-06 10:00:00,0.51,11.2,19.5,,30.9,79.0,2.4,5.8,1.0,CENTRO
2024-07-06 10:00:00,0.33,3.0,5.8,21.0,8.8,107.0,3.0,6.9,122.0,NORTE
2024-07-06 10:00:00,1.07,9.6,19.6,,29.3,88.0,2.2,7.1,81.0,SURESTE
2024-07-06 11:00:00,0.51,8.5,22.7,,31.4,96.0,2.4,8.0,38.0,CENTRO
2024-07-06 11:00:00,0.28,2.8,5.6,20.0,8.5,72.0,2.8,9.6,115.0,NORTE
2024-07-06 11:00:00,0.99,7.0,19.2,,26.3,92.0,2.2,10.3,71.0,SURESTE
2024-07-06 12:00:00,0.31,4.2,12.7,,17.1,111.0,2.5,11.8,58.0,CENTRO
2024-07-06 12:00:00,0.21,3.2,5.0,17.0,8.2,72.0,2.9,12.3,127.0,NORTE
2024-07-06 12:00:00,0.9,4.3,11.5,,15.7,102.0,2.4,14.2,83.0,SURESTE
2024-07-06 13:00:00,0.25,3.0,10.2,,13.4,83.0,2.4,16.1,56.0,CENTRO
2024-07-06 13:00:00,0.25,3.4,5.0,16.0,8.4,64.0,2.6,12.6,122.0,NORTE
2024-07-06 13:00:00,0.82,3.4,7.7,,11.1,96.0,3.4,14.5,100.0,SURESTE
2024-07-06 14:00:00,0.23,2.8,12.2,,15.2,81.0,2.4,17.0,71.0,CENTRO
2024-07-06 14:00:00,0.25,2.9,5.2,16.0,8.1,64.0,4.2,11.5,130.0,NORTE
2024-07-06 14:00:00,0.79,3.1,9.4,,12.5,99.0,10.3,16.1,120.0,SURESTE
2024-07-06 15:00:00,0.19,2.8,16.0,,19.0,94.0,2.5,15.7,96.0,CENTRO
2024-07-06 15:00:00,0.23,3.0,5.2,,8.3,63.0,6.3,12.9,126.0,NORTE
2024-07-06 15:00:00,0.76,3.7,5.4,,9.0,116.0,5.9,16.1,119.0,SURESTE
2024-07-06 16:00:00,0.17,2.9,5.2,,8.3,72.0,2.6,13.9,94.0,CENTRO
2024-07-06 16:00:00,0.19,2.9,4.7,,7.6,64.0,4.2,12.7,127.0,NORTE
2024-07-06 16:00:00,0.69,4.1,5.3,,9.4,72.0,2.8,14.6,127.0,SURESTE
2024-07-06 17:00:00,0.18,3.2,5.3,,8.8,60.0,2.8,15.3,79.0,CENTRO
2024-07-06 17:00:00,0.21,2.8,5.7,,8.6,57.0,3.7,11.8,130.0,NORTE
2024-07-06 17:00:00,0.72,4.3,5.8,,10.1,65.0,2.5,14.5,111.0,SURESTE
2024-07-06 18:00:00,0.19,3.2,5.8,,9.2,60.0,2.9,15.8,71.0,CENTRO
2024-07-06 18:00:00,0.25,2.3,6.6,,8.9,53.0,3.3,12.9,134.0,NORTE
2024-07-06 18:00:00,0.71,3.8,5.1,,9.0,68.0,2.4,14.3,118.0,SURESTE
2024-07-06 19:00:00,0.15,2.7,6.2,,9.2,67.0,2.8,13.8,78.0,CENTRO
2024-07-06 19:00:00,0.35,2.2,9.1,17.0,11.3,52.0,2.6,11.3,133.0,NORTE
2024-07-06 19:00:00,0.67,3.4,5.7,,9.2,65.0,2.1,13.9,148.0,SURESTE
2024-07-06 20:00:00,0.14,2.3,6.7,,9.2,66.0,2.9,12.4,87.0,CENTRO
2024-07-06 20:00:00,0.46,3.2,12.1,21.0,15.3,58.0,2.4,7.1,152.0,NORTE
2024-07-06 20:00:00,0.71,3.3,7.5,,10.8,63.0,2.1,11.1,139.0,SURESTE
2024-07-06 21:00:00,0.16,2.0,7.7,,9.9,66.0,2.8,11.2,115.0,CENTRO
2024-07-06 21:00:00,0.46,3.2,14.5,20.0,17.6,64.0,2.8,5.7,147.0,NORTE
2024-07-06 21:00:00,0.71,3.4,7.3,,10.7,61.0,2.6,11.6,140.0,SURESTE
2024-07-06 22:00:00,0.17,2.0,8.1,,10.3,64.0,2.8,10.0,116.0,CENTRO
2024-07-06 22:00:00,0.51,9.8,15.4,20.0,25.2,65.0,2.9,3.0,101.0,NORTE
2024-07-06 22:00:00,0.66,3.1,6.2,,9.3,62.0,2.2,10.6,148.0,SURESTE
2024-07-06 23:00:00,0.18,1.8,8.2,,10.3,65.0,2.7,7.7,111.0,CENTRO
2024-07-06 23:00:00,0.73,36.1,21.0,31.0,57.1,81.0,2.9,3.7,11.0,NORTE
2024-07-06 23:00:00,0.68,3.4,9.4,,12.7,64.0,1.9,6.5,158.0,SURESTE
2024-07-07 00:00:00,0.19,1.9,9.2,,11.3,68.0,2.7,5.8,106.0,CENTRO
2024-07-07 00:00:00,0.52,28.4,19.8,32.0,48.2,150.0,2.7,3.4,3.0,NORTE
2024-07-07 01:00:00,0.2,1.9,9.7,,11.8,66.0,2.6,3.4,175.0,CENTRO
2024-07-07 01:00:00,0.45,21.7,17.3,28.0,39.0,157.0,2.9,4.7,19.0,NORTE
2024-07-07 01:00:00,0.92,9.1,17.3,,26.4,71.0,2.0,1.8,285.0,SURESTE
2024-07-07 02:00:00,0.21,1.9,10.3,,12.4,62.0,2.7,3.5,243.0,CENTRO
2024-07-07 02:00:00,0.28,13.7,15.0,19.0,28.6,124.0,2.7,4.0,335.0,NORTE
2024-07-07 02:00:00,0.89,11.0,16.4,,27.3,71.0,2.0,2.1,280.0,SURESTE
2024-07-07 03:00:00,0.3,5.9,14.3,,20.4,64.0,2.6,2.8,287.0,CENTRO
2024-07-07 03:00:00,0.3,9.8,11.9,15.0,21.7,81.0,2.6,4.1,331.0,NORTE
2024-07-07 03:00:00,0.91,6.6,18.0,,24.6,71.0,2.0,3.7,54.0,SURESTE
2024-07-07 04:00:00,0.86,27.9,21.2,,49.4,81.0,2.9,5.0,7.0,CENTRO
2024-07-07 04:00:00,0.34,20.2,13.1,17.0,33.3,62.0,3.0,6.2,355.0,NORTE
2024-07-07 04:00:00,0.85,7.1,17.1,,24.2,72.0,2.4,3.1,102.0,SURESTE
2024-07-07 05:00:00,0.9,20.1,18.8,,39.1,102.0,3.2,2.9,215.0,CENTRO
2024-07-07 05:00:00,0.46,29.3,13.5,23.0,42.8,100.0,4.9,5.7,9.0,NORTE
2024-07-07 05:00:00,0.87,8.7,16.5,,25.2,64.0,2.6,4.5,294.0,SURESTE
2024-07-07 06:00:00,0.54,13.8,17.8,,31.9,95.0,3.3,3.0,252.0,CENTRO
2024-07-07 06:00:00,0.38,18.1,13.8,22.0,31.9,116.0,8.1,3.3,25.0,NORTE
2024-07-07 06:00:00,0.85,8.4,15.4,,23.7,62.0,2.3,5.5,297.0,SURESTE
2024-07-07 07:00:00,0.44,12.0,16.0,,28.3,94.0,3.1,3.9,221.0,CENTRO
2024-07-07 07:00:00,0.38,11.3,13.0,22.0,24.3,100.0,6.5,3.8,18.0,NORTE
2024-07-07 07:00:00,0.92,16.2,17.4,,33.6,69.0,2.4,7.1,282.0,SURESTE
2024-07-07 08:00:00,0.32,8.6,14.1,,22.9,80.0,3.4,2.9,218.0,CENTRO
2024-07-07 08:00:00,0.34,5.6,9.0,20.0,14.5,86.0,5.3,3.5,27.0,NORTE
2024-07-07 08:00:00,0.87,13.2,16.4,,29.6,86.0,2.8,5.1,280.0,SURESTE
2024-07-07 09:00:00,0.29,7.7,13.3,,21.2,78.0,3.5,3.6,255.0,CENTRO
2024-07-07 09:00:00,0.25,3.0,6.2,17.0,9.2,88.0,4.5,3.9,65.0,NORTE
2024-07-07 09:00:00,0.92,16.3,20.2,,36.5,80.0,3.9,6.7,264.0,SURESTE
2024-07-07 10:00:00,0.34,8.4,14.8,,23.3,71.0,3.6,4.4,3.0,CENTRO
2024-07-07 10:00:00,0.18,2.4,4.0,14.0,6.3,74.0,3.6,6.3,53.0,NORTE
2024-07-07 10:00:00,0.93,15.8,22.2,,38.0,93.0,5.6,5.7,290.0,SURESTE
2024-07-07 11:00:00,0.41,5.2,13.3,,18.7,82.0,4.0,4.7,346.0,CENTRO
2024-07-07 11:00:00,0.15,2.2,3.0,11.0,5.2,59.0,3.2,4.3,41.0,NORTE
2024-07-07 11:00:00,0.85,7.8,19.9,,27.8,99.0,5.4,3.9,179.0,SURESTE
2024-07-07 12:00:00,0.47,3.3,9.1,,12.6,83.0,4.4,5.8,339.0,CENTRO
2024-07-07 12:00:00,0.16,2.2,3.0,9.0,5.1,43.0,2.9,5.1,72.0,NORTE
2024-07-07 12:00:00,0.76,3.1,8.9,,12.0,85.0,4.2,5.0,270.0,SURESTE
2024-07-07 13:00:00,0.4,2.5,7.7,,10.5,65.0,4.4,6.6,360.0,CENTRO
2024-07-07 13:00:00,0.19,,2.6,8.0,4.8,35.0,2.6,8.9,54.0,NORTE
2024-07-07 13:00:00,0.66,2.6,6.1,,8.7,70.0,3.0,7.6,36.0,SURESTE
2024-07-07 14:00:00,0.31,2.2,4.5,,6.9,62.0,3.7,7.2,355.0,CENTRO
2024-07-07 14:00:00,0.18,,3.1,8.0,5.3,31.0,2.7,9.0,69.0,NORTE
2024-07-07 14:00:00,0.64,2.4,5.2,,7.7,54.0,2.4,6.1,308.0,SURESTE
2024-07-07 15:00:00,0.27,2.3,4.0,,6.5,47.0,3.7,8.4,2.0,CENTRO
2024-07-07 15:00:00,0.22,,3.7,9.0,5.8,28.0,2.5,8.4,69.0,NORTE
2024-07-07 15:00:00,0.65,2.5,5.6,,8.1,39.0,2.4,8.3,19.0,SURESTE
2024-07-07 16:00:00,0.25,2.5,5.7,,8.4,41.0,3.2,9.5,29.0,CENTRO
2024-07-07 16:00:00,0.24,,4.2,9.0,6.3,34.0,2.6,5.9,77.0,NORTE
2024-07-07 16:00:00,0.67,2.8,6.4,,9.1,36.0,2.7,10.3,31.0,SURESTE
2024-07-07 17:00:00,0.27,2.6,7.7,,10.6,44.0,3.1,9.3,46.0,CENTRO
2024-07-07 17:00:00,0.21,1.9,4.8,8.0,6.7,38.0,2.4,3.3,26.0,NORTE
2024-07-07 17:00:00,0.68,3.0,7.2,,10.2,30.0,2.3,10.0,56.0,SURESTE
2024-07-07 18:00:00,0.29,2.8,9.0,,12.0,44.0,3.1,8.2,53.0,CENTRO
2024-07-07 18:00:00,0.32,1.9,8.7,11.0,10.6,32.0,2.7,4.2,62.0,NORTE
2024-07-07 18:00:00,0.75,3.2,7.5,,10.7,25.0,2.2,8.4,105.0,SURESTE
2024-07-07 19:00:00,0.27,2.3,7.7,,10.2,53.0,2.9,7.6,60.0,CENTRO
2024-07-07 19:00:00,0.51,2.1,13.7,15.0,15.8,41.0,2.6,5.8,146.0,NORTE
2024-07-07 19:00:00,0.75,2.5,9.4,,11.9,34.0,2.1,6.7,149.0,SURESTE
2024-07-07 20:00:00,0.26,1.9,7.9,,9.9,46.0,2.9,5.7,84.0,CENTRO
2024-07-07 20:00:00,0.59,2.2,23.3,14.0,25.6,54.0,2.9,5.5,188.0,NORTE
2024-07-07 21:00:00,0.37,1.8,11.1,,13.1,42.0,2.7,6.0,121.0,CENTRO
2024-07-07 21:00:00,0.44,2.1,18.5,13.0,20.6,63.0,3.5,6.0,193.0,NORTE
2024-07-07 22:00:00,0.37,1.8,10.0,,12.0,43.0,2.6,6.3,121.0,CENTRO
2024-07-07 22:00:00,0.82,7.4,26.7,21.0,34.1,52.0,3.1,3.8,8.0,NORTE
2024-07-07 23:00:00,0.36,1.8,9.4,,11.4,51.0,2.6,4.2,170.0,CENTRO
2024-07-07 23:00:00,0.56,3.6,25.5,19.0,29.1,141.0,2.8,3.2,26.0,NORTE
2024-07-08 00:00:00,0.46,2.0,15.9,,18.0,47.0,2.6,2.8,185.0,CENTRO
2024-07-08 00:00:00,0.45,16.1,23.2,18.0,39.3,95.0,2.7,4.1,356.0,NORTE
2024-07-08 00:00:00,1.14,10.9,27.9,,38.8,41.0,2.0,2.6,304.0,SURESTE
2024-07-08 01:00:00,0.47,1.8,17.5,,19.5,44.0,2.6,2.0,184.0,CENTRO
2024-07-08 01:00:00,0.35,9.3,18.4,16.0,27.8,93.0,2.6,5.1,338.0,NORTE
2024-07-08 01:00:00,1.19,4.0,33.4,,37.4,47.0,2.1,2.8,17.0,SURESTE
2024-07-08 02:00:00,0.46,1.9,14.1,,16.2,49.0,2.5,2.0,203.0,CENTRO
2024-07-08 02:00:00,0.3,3.4,17.3,14.0,20.7,82.0,2.6,3.5,332.0,NORTE
2024-07-08 02:00:00,1.07,3.7,27.2,,30.9,67.0,2.1,2.5,265.0,SURESTE
2024-07-08 03:00:00,0.38,1.8,12.9,,15.0,50.0,2.5,2.5,237.0,CENTRO
2024-07-08 03:00:00,0.31,5.0,19.2,13.0,24.3,62.0,2.7,4.0,322.0,NORTE
2024-07-08 03:00:00,0.78,2.3,13.3,6.11,15.5,51.0,2.0,3.1,305.0,SURESTE
2024-07-08 04:00:00,0.55,3.8,20.4,,24.3,43.0,2.5,3.0,347.0,CENTRO
2024-07-08 04:00:00,0.53,25.4,20.2,22.0,45.7,56.0,2.9,5.0,344.0,NORTE
2024-07-08 04:00:00,0.72,2.1,9.9,15.73,12.0,36.0,1.9,4.7,278.0,SURESTE
2024-07-08 05:00:00,0.69,4.8,24.3,,29.3,74.0,2.5,2.2,250.0,CENTRO
