date,CO,NO,NO2,PM2.5,NOX,PM10,SO2,WSR,WDR,Zona
2024-07-08 05:00:00,0.65,38.1,21.8,21.0,59.9,118.0,3.4,3.9,355.0,NORTE
2024-07-08 05:00:00,0.69,2.6,9.6,16.94,12.2,35.0,1.9,5.7,293.0,SURESTE
2024-07-08 06:00:00,0.51,2.3,18.2,,20.6,79.0,2.6,2.1,253.0,CENTRO
2024-07-08 06:00:00,0.49,20.6,18.2,16.0,38.9,95.0,3.9,2.8,12.0,NORTE
2024-07-08 06:00:00,0.79,6.7,17.2,18.95,23.9,34.0,1.9,6.1,292.0,SURESTE
2024-07-08 07:00:00,0.59,7.7,20.1,,28.0,57.0,2.6,2.3,253.0,CENTRO
2024-07-08 07:00:00,0.49,9.2,16.9,15.0,26.1,81.0,4.5,5.9,15.0,NORTE
2024-07-08 07:00:00,0.95,17.3,23.1,21.34,40.4,46.0,2.1,6.2,295.0,SURESTE
2024-07-08 08:00:00,0.52,8.6,20.5,,29.4,68.0,3.2,4.0,169.0,CENTRO
2024-07-08 08:00:00,0.34,6.1,11.5,14.0,17.6,67.0,5.0,3.2,18.0,NORTE
2024-07-08 08:00:00,1.08,19.4,26.8,22.22,46.1,46.0,2.7,6.8,288.0,SURESTE
2024-07-08 09:00:00,0.6,8.9,23.3,,32.4,66.0,3.5,3.9,58.0,CENTRO
2024-07-08 09:00:00,0.33,2.8,9.2,14.0,12.0,74.0,4.2,4.4,122.0,NORTE
2024-07-08 09:00:00,1.07,11.4,27.9,26.01,39.2,59.0,4.2,6.5,273.0,SURESTE
2024-07-08 10:00:00,0.68,8.6,26.8,17.0,35.6,74.0,3.6,5.3,348.0,CENTRO
2024-07-08 10:00:00,0.33,2.3,7.5,13.0,9.8,70.0,4.0,6.8,108.0,NORTE
2024-07-08 10:00:00,1.25,11.9,36.2,,48.0,89.0,6.0,6.3,106.0,SURESTE
2024-07-08 11:00:00,0.9,9.4,35.5,33.35,45.2,85.0,3.5,7.4,85.0,CENTRO
2024-07-08 11:00:00,0.28,2.1,5.9,11.0,8.0,54.0,3.8,9.2,87.0,NORTE
2024-07-08 11:00:00,1.11,5.1,25.9,21.15,31.0,98.0,4.4,9.5,61.0,SURESTE
2024-07-08 12:00:00,0.66,3.1,19.0,29.47,22.3,98.0,3.5,10.8,69.0,CENTRO
2024-07-08 12:00:00,0.23,2.1,3.8,9.0,5.8,49.0,3.2,10.0,110.0,NORTE
2024-07-08 12:00:00,0.99,3.1,18.1,20.76,21.1,108.0,4.0,14.1,70.0,SURESTE
2024-07-08 13:00:00,0.51,2.6,14.7,30.0,17.5,92.0,3.0,12.6,41.0,CENTRO
2024-07-08 13:00:00,0.24,2.2,3.6,10.0,5.8,38.0,3.1,12.7,82.0,NORTE
2024-07-08 13:00:00,0.83,2.6,10.7,17.52,13.2,102.0,3.5,15.1,95.0,SURESTE
2024-07-08 14:00:00,0.37,2.8,10.6,23.0,13.6,72.0,3.0,15.2,50.0,CENTRO
2024-07-08 14:00:00,0.24,2.1,3.3,8.0,5.4,56.0,2.7,9.9,106.0,NORTE
2024-07-08 14:00:00,0.74,2.5,6.6,15.6,9.1,74.0,3.9,15.7,89.0,SURESTE
2024-07-08 15:00:00,0.35,2.4,7.0,21.05,9.6,65.0,3.2,14.7,69.0,CENTRO
2024-07-08 15:00:00,0.26,2.1,4.1,8.0,6.2,33.0,2.6,9.0,109.0,NORTE
2024-07-08 15:00:00,0.73,2.7,5.9,12.46,8.6,63.0,4.2,14.0,113.0,SURESTE
2024-07-08 16:00:00,0.38,2.6,7.3,21.36,10.1,53.0,2.9,14.7,73.0,CENTRO
2024-07-08 16:00:00,0.25,2.4,4.8,,7.2,33.0,2.7,10.8,124.0,NORTE
2024-07-08 16:00:00,0.76,2.8,6.2,13.47,9.0,41.0,2.8,13.7,99.0,SURESTE
2024-07-08 17:00:00,0.37,2.7,7.1,18.3,10.0,60.0,2.6,14.9,87.0,CENTRO
2024-07-08 17:00:00,0.31,2.3,6.8,9.0,9.1,37.0,2.9,12.9,146.0,NORTE
2024-07-08 17:00:00,0.74,2.7,7.7,11.68,10.4,46.0,3.0,11.1,147.0,SURESTE
2024-07-08 18:00:00,0.39,2.8,7.4,17.59,10.4,53.0,2.7,12.9,131.0,CENTRO
2024-07-08 18:00:00,0.27,2.0,7.6,9.0,9.5,56.0,2.5,6.6,41.0,NORTE
2024-07-08 18:00:00,0.68,2.8,6.8,10.35,9.6,39.0,5.0,12.3,153.0,SURESTE
2024-07-08 19:00:00,0.39,2.4,8.2,16.04,10.8,45.0,2.4,11.9,128.0,CENTRO
2024-07-08 19:00:00,0.42,1.8,12.6,8.0,14.4,67.0,2.3,3.3,178.0,NORTE
2024-07-08 19:00:00,0.74,2.6,7.9,9.2,10.5,32.0,3.9,14.9,130.0,SURESTE
2024-07-08 20:00:00,0.44,2.3,13.0,15.65,15.5,43.0,2.5,12.4,59.0,CENTRO
2024-07-08 20:00:00,0.34,2.3,8.0,9.0,10.3,25.0,2.3,10.7,147.0,NORTE
2024-07-08 20:00:00,0.76,2.4,8.1,9.65,10.4,45.0,3.7,12.0,129.0,SURESTE
2024-07-08 21:00:00,0.54,2.0,14.3,15.69,16.5,53.0,2.5,7.3,330.0,CENTRO
2024-07-08 21:00:00,0.3,1.9,6.4,9.0,8.4,30.0,2.3,8.6,130.0,NORTE
2024-07-08 21:00:00,0.77,2.5,8.9,11.06,11.4,36.0,2.5,14.4,109.0,SURESTE
2024-07-08 22:00:00,0.37,1.9,8.6,16.67,10.7,52.0,2.4,14.4,121.0,CENTRO
2024-07-08 22:00:00,0.29,2.6,15.3,10.0,18.0,35.0,2.4,5.2,44.0,NORTE
2024-07-08 22:00:00,0.74,2.5,7.4,11.11,9.9,40.0,2.1,18.3,104.0,SURESTE
2024-07-08 23:00:00,0.33,1.9,4.9,16.99,7.1,49.0,2.4,11.2,100.0,CENTRO
2024-07-08 23:00:00,0.28,2.5,18.6,11.0,21.1,56.0,2.4,4.8,29.0,NORTE
2024-07-08 23:00:00,0.71,2.2,8.5,9.24,10.7,34.0,2.0,10.7,90.0,SURESTE
2024-07-09 00:00:00,0.42,3.7,18.0,13.67,22.0,37.0,2.5,7.0,25.0,CENTRO
2024-07-09 00:00:00,0.29,2.6,19.5,13.0,22.1,56.0,2.4,4.6,38.0,NORTE
2024-07-09 00:00:00,0.72,2.0,11.7,,13.7,31.0,2.0,8.8,59.0,SURESTE
2024-07-09 01:00:00,0.45,3.5,25.5,20.62,29.2,53.0,2.4,4.2,38.0,CENTRO
2024-07-09 01:00:00,0.27,3.4,19.0,13.0,22.4,77.0,2.5,4.8,29.0,NORTE
2024-07-09 01:00:00,0.76,2.1,16.9,9.98,18.8,44.0,2.4,6.6,67.0,SURESTE
2024-07-09 02:00:00,0.57,3.1,23.9,19.96,27.3,60.0,2.5,5.8,17.0,CENTRO
2024-07-09 02:00:00,0.27,2.0,17.1,11.0,19.0,71.0,2.6,1.2,354.0,NORTE
2024-07-09 02:00:00,0.76,2.0,11.7,10.18,13.6,26.0,3.0,5.5,58.0,SURESTE
2024-07-09 03:00:00,0.94,7.5,27.1,21.98,34.7,59.0,2.5,5.3,15.0,CENTRO
2024-07-09 03:00:00,0.27,1.8,17.0,10.0,18.8,55.0,2.5,1.7,336.0,NORTE
2024-07-09 03:00:00,0.74,2.1,16.4,10.23,18.4,37.0,2.7,1.9,5.0,SURESTE
2024-07-09 04:00:00,0.78,6.9,27.3,24.35,34.4,63.0,2.6,4.0,52.0,CENTRO
2024-07-09 04:00:00,0.29,5.5,18.7,11.0,24.2,49.0,2.5,1.9,54.0,NORTE
2024-07-09 04:00:00,0.76,2.2,21.4,10.54,23.6,40.0,2.4,1.8,303.0,SURESTE
2024-07-09 05:00:00,0.82,6.8,26.9,25.74,34.0,72.0,2.6,3.3,12.0,CENTRO
2024-07-09 05:00:00,0.44,29.9,21.6,15.0,51.5,46.0,2.6,4.1,319.0,NORTE
2024-07-09 05:00:00,0.77,2.4,19.7,11.17,22.1,40.0,2.4,2.5,96.0,SURESTE
2024-07-09 06:00:00,0.89,8.2,26.9,27.5,35.3,75.0,2.5,3.2,49.0,CENTRO
2024-07-09 06:00:00,0.39,10.5,16.3,13.0,26.9,73.0,2.7,1.6,307.0,NORTE
2024-07-09 06:00:00,0.97,12.8,22.1,10.74,34.8,43.0,2.2,1.9,183.0,SURESTE
2024-07-09 07:00:00,0.79,14.0,25.8,26.55,40.0,77.0,2.6,2.3,8.0,CENTRO
2024-07-09 07:00:00,0.39,7.2,12.8,10.0,20.0,61.0,2.8,4.6,12.0,NORTE
2024-07-09 07:00:00,0.82,9.8,23.9,11.93,33.6,50.0,2.2,3.1,40.0,SURESTE
2024-07-09 08:00:00,0.89,15.4,24.8,26.91,40.3,73.0,2.6,3.0,349.0,CENTRO
2024-07-09 08:00:00,0.31,7.5,10.2,12.0,17.7,49.0,3.2,3.8,65.0,NORTE
2024-07-09 08:00:00,0.93,16.6,24.5,11.79,41.1,49.0,2.3,4.2,324.0,SURESTE
2024-07-09 09:00:00,1.0,14.0,25.0,26.5,39.2,70.0,2.5,5.1,5.0,CENTRO
2024-07-09 09:00:00,0.3,4.6,11.4,14.0,15.9,53.0,3.3,4.7,40.0,NORTE
2024-07-09 09:00:00,1.05,14.9,28.8,12.37,43.6,58.0,2.6,5.1,10.0,SURESTE
2024-07-09 10:00:00,1.01,8.5,22.9,25.69,31.6,65.0,2.6,4.9,49.0,CENTRO
2024-07-09 10:00:00,0.31,3.3,8.5,13.0,11.8,70.0,3.2,6.9,103.0,NORTE
2024-07-09 10:00:00,1.13,8.9,25.5,14.85,34.3,73.0,2.6,5.1,65.0,SURESTE
2024-07-09 11:00:00,1.01,15.4,36.1,32.02,51.8,66.0,2.6,8.1,34.0,CENTRO
2024-07-09 11:00:00,0.3,4.7,11.0,8.0,15.7,72.0,3.6,9.1,131.0,NORTE
2024-07-09 11:00:00,0.97,6.0,22.8,15.89,28.8,60.0,2.6,8.6,69.0,SURESTE
2024-07-09 12:00:00,0.6,7.3,24.0,30.67,31.4,94.0,2.7,11.3,46.0,CENTRO
2024-07-09 12:00:00,0.27,3.5,7.6,7.0,11.1,37.0,3.0,10.6,125.0,NORTE
2024-07-09 12:00:00,0.84,4.5,15.5,15.82,20.0,72.0,2.8,14.5,67.0,SURESTE
2024-07-09 13:00:00,0.47,3.3,12.1,20.76,15.6,81.0,2.7,12.6,66.0,CENTRO
2024-07-09 13:00:00,0.27,2.5,5.1,7.0,7.5,32.0,2.7,10.6,136.0,NORTE
2024-07-09 13:00:00,0.79,3.9,9.8,14.26,13.6,62.0,4.8,17.2,99.0,SURESTE
2024-07-09 14:00:00,0.42,2.6,9.1,21.12,11.9,59.0,3.9,14.4,62.0,CENTRO
2024-07-09 14:00:00,0.24,2.4,4.7,,7.1,28.0,2.7,10.8,127.0,NORTE
2024-07-09 14:00:00,0.76,3.5,8.7,13.04,12.2,58.0,14.4,18.5,97.0,SURESTE
2024-07-09 15:00:00,0.37,2.8,7.9,19.67,10.9,56.0,6.3,15.0,66.0,CENTRO
2024-07-09 15:00:00,0.26,2.2,4.7,8.0,7.0,32.0,3.1,11.0,131.0,NORTE
2024-07-09 15:00:00,0.73,3.1,6.1,16.66,9.2,76.0,10.6,18.7,102.0,SURESTE
2024-07-09 16:00:00,0.36,2.7,6.6,14.31,9.6,57.0,4.6,14.5,70.0,CENTRO
2024-07-09 16:00:00,0.29,2.5,5.5,9.0,8.0,25.0,3.5,13.6,127.0,NORTE
2024-07-09 16:00:00,0.7,2.8,5.0,14.08,7.8,56.0,4.0,16.7,116.0,SURESTE
2024-07-09 17:00:00,0.37,2.9,6.5,13.1,9.7,47.0,3.5,14.5,87.0,CENTRO
2024-07-09 17:00:00,0.27,2.4,6.0,10.0,8.4,40.0,3.6,13.3,129.0,NORTE
2024-07-09 17:00:00,0.69,2.8,5.2,10.73,8.1,34.0,2.8,15.7,117.0,SURESTE
2024-07-09 18:00:00,0.39,2.7,7.9,12.83,10.8,40.0,3.0,12.8,98.0,CENTRO
2024-07-09 18:00:00,0.29,2.0,6.0,9.0,7.9,43.0,3.6,13.4,134.0,NORTE
2024-07-09 18:00:00,0.74,3.1,6.5,7.9,9.6,31.0,2.3,15.6,131.0,SURESTE
2024-07-09 19:00:00,0.39,2.7,8.4,13.53,11.3,35.0,2.8,14.1,91.0,CENTRO
2024-07-09 19:00:00,0.3,2.1,7.0,8.0,9.1,24.0,3.1,12.6,133.0,NORTE
2024-07-09 19:00:00,0.73,2.8,7.8,7.98,10.6,34.0,2.1,14.3,143.0,SURESTE
2024-07-09 20:00:00,0.38,2.2,8.2,14.16,10.6,37.0,2.7,14.5,79.0,CENTRO
2024-07-09 20:00:00,0.36,2.5,11.7,12.0,14.2,19.0,2.7,10.3,120.0,NORTE
2024-07-09 20:00:00,0.74,2.6,8.9,9.49,11.5,33.0,2.1,11.7,137.0,SURESTE
2024-07-09 21:00:00,0.4,1.9,8.9,13.11,11.0,41.0,2.7,10.2,114.0,CENTRO
2024-07-09 21:00:00,0.3,2.1,9.5,11.0,11.5,38.0,2.6,13.4,131.0,NORTE
2024-07-09 21:00:00,0.73,2.5,7.6,9.36,10.1,26.0,2.0,11.2,135.0,SURESTE
2024-07-09 22:00:00,0.35,1.9,6.7,14.76,8.8,34.0,2.6,10.9,101.0,CENTRO
2024-07-09 22:00:00,0.28,1.8,7.3,10.0,9.1,20.0,3.1,10.9,122.0,NORTE
2024-07-09 22:00:00,0.69,2.5,7.8,7.86,10.3,23.0,2.3,11.3,127.0,SURESTE
2024-07-09 23:00:00,0.34,2.0,7.0,17.32,9.2,37.0,2.6,10.4,91.0,CENTRO
2024-07-09 23:00:00,0.25,1.9,6.2,9.0,8.1,38.0,3.1,11.0,126.0,NORTE
2024-07-09 23:00:00,0.67,,5.8,10.01,8.3,24.0,2.2,16.1,115.0,SURESTE
2024-07-10 00:00:00,0.39,1.9,9.4,17.51,11.6,43.0,2.6,8.8,62.0,CENTRO
2024-07-10 00:00:00,0.23,1.7,5.1,8.0,6.8,20.0,2.5,7.8,133.0,NORTE
2024-07-10 00:00:00,0.66,2.1,5.8,10.71,7.9,39.0,2.0,17.8,97.0,SURESTE
2024-07-10 01:00:00,0.38,1.9,8.7,16.96,10.8,37.0,2.5,8.6,61.0,CENTRO
2024-07-10 01:00:00,0.21,1.6,3.9,8.0,5.6,33.0,2.6,6.8,133.0,NORTE
2024-07-10 01:00:00,0.62,2.0,4.2,10.41,6.1,32.0,1.8,18.6,99.0,SURESTE
2024-07-10 02:00:00,0.35,1.8,6.9,14.56,9.0,40.0,2.5,8.5,43.0,CENTRO
2024-07-10 02:00:00,0.25,1.7,7.7,9.0,9.4,25.0,2.4,6.6,89.0,NORTE
2024-07-10 02:00:00,0.6,1.9,3.6,9.16,5.5,23.0,1.9,16.9,98.0,SURESTE
2024-07-10 03:00:00,0.33,1.8,5.0,14.78,7.1,37.0,2.5,6.4,30.0,CENTRO
2024-07-10 03:00:00,0.22,3.4,10.3,10.0,13.7,34.0,2.3,6.6,62.0,NORTE
2024-07-10 03:00:00,0.6,2.0,4.0,8.58,5.9,25.0,1.7,7.4,60.0,SURESTE
2024-07-10 04:00:00,0.34,3.9,11.7,16.28,15.9,36.0,2.5,7.9,38.0,CENTRO
2024-07-10 04:00:00,0.22,3.1,10.1,10.0,13.1,44.0,2.3,6.8,53.0,NORTE
2024-07-10 04:00:00,0.61,2.0,4.0,8.59,5.9,24.0,1.7,10.7,87.0,SURESTE
2024-07-10 05:00:00,0.37,4.3,17.4,17.98,22.0,49.0,2.5,6.0,16.0,CENTRO
2024-07-10 05:00:00,0.25,5.6,9.9,,15.4,53.0,2.3,6.0,39.0,NORTE
2024-07-10 05:00:00,0.62,,5.0,8.59,7.0,21.0,1.8,7.3,49.0,SURESTE
2024-07-10 06:00:00,0.46,2.1,13.0,21.3,15.3,63.0,2.5,6.0,11.0,CENTRO
2024-07-10 06:00:00,0.25,4.4,6.0,,10.4,57.0,2.3,6.4,45.0,NORTE
2024-07-10 06:00:00,0.65,2.9,10.1,8.61,12.8,23.0,1.8,2.5,9.0,SURESTE
2024-07-10 07:00:00,0.87,5.5,15.7,24.78,21.4,56.0,2.5,5.2,7.0,CENTRO
2024-07-10 07:00:00,0.27,5.2,5.8,13.0,11.0,53.0,2.5,5.9,88.0,NORTE
2024-07-10 07:00:00,0.58,5.0,12.3,,17.2,28.0,1.8,1.8,273.0,SURESTE
2024-07-10 08:00:00,0.63,8.0,12.8,26.26,21.0,64.0,2.5,5.1,359.0,CENTRO
2024-07-10 08:00:00,0.34,6.3,7.3,14.0,13.6,45.0,2.7,8.1,108.0,NORTE
2024-07-10 08:00:00,0.67,10.2,12.6,11.22,22.6,30.0,2.0,7.7,36.0,SURESTE
2024-07-10 09:00:00,0.63,12.0,15.8,26.54,28.0,61.0,,6.9,25.0,CENTRO
2024-07-10 09:00:00,0.32,6.2,8.1,14.0,14.2,53.0,3.2,8.8,142.0,NORTE
2024-07-10 09:00:00,0.65,10.6,11.3,11.47,21.8,39.0,2.1,11.0,78.0,SURESTE
2024-07-10 10:00:00,0.55,9.5,12.5,22.12,22.3,57.0,2.4,10.9,68.0,CENTRO
2024-07-10 10:00:00,0.27,2.8,4.6,12.0,7.4,48.0,3.4,10.1,146.0,NORTE
2024-07-10 10:00:00,0.6,5.9,7.4,10.92,13.2,39.0,2.2,14.8,101.0,SURESTE
2024-07-10 11:00:00,0.43,4.6,8.7,29.44,13.6,52.0,2.4,14.0,62.0,CENTRO
2024-07-10 11:00:00,0.26,3.1,5.1,10.0,8.2,38.0,3.0,10.4,117.0,NORTE
2024-07-10 11:00:00,0.62,4.8,7.2,12.33,12.0,45.0,3.5,16.7,99.0,SURESTE
2024-07-10 12:00:00,0.44,3.8,7.6,27.41,11.7,60.0,2.5,12.8,63.0,CENTRO
2024-07-10 12:00:00,0.23,3.5,5.6,11.0,9.1,38.0,2.7,10.9,41.0,NORTE
2024-07-10 12:00:00,0.64,3.7,4.2,18.04,7.9,50.0,3.0,17.9,102.0,SURESTE
2024-07-10 13:00:00,0.4,2.9,6.1,16.7,9.3,52.0,2.6,13.7,63.0,CENTRO
2024-07-10 13:00:00,0.26,2.9,5.9,10.0,8.8,61.0,2.6,11.1,56.0,NORTE
2024-07-10 13:00:00,0.64,3.2,3.7,14.03,6.9,26.0,2.2,16.9,109.0,SURESTE
2024-07-10 14:00:00,0.42,3.4,5.8,14.01,9.5,40.0,2.5,14.2,67.0,CENTRO
2024-07-10 14:00:00,0.35,2.3,6.1,9.0,8.4,50.0,2.4,4.9,152.0,NORTE
2024-07-10 14:00:00,0.61,3.3,4.1,13.58,7.4,30.0,2.1,15.8,119.0,SURESTE
2024-07-10 15:00:00,0.38,2.8,5.8,15.72,8.9,40.0,2.5,12.8,84.0,CENTRO
2024-07-10 15:00:00,0.33,2.8,10.0,8.0,12.8,42.0,2.4,11.3,132.0,NORTE
2024-07-10 15:00:00,0.62,3.8,5.0,10.81,8.8,34.0,2.6,16.8,131.0,SURESTE
2024-07-10 16:00:00,0.5,4.5,9.5,15.22,14.3,39.0,2.5,10.0,317.0,CENTRO
2024-07-10 16:00:00,0.36,3.7,12.0,5.0,15.7,35.0,2.3,5.6,341.0,NORTE
2024-07-10 16:00:00,0.6,3.3,4.7,10.59,8.0,30.0,5.2,20.2,113.0,SURESTE
2024-07-10 17:00:00,0.46,4.4,10.2,12.38,14.9,41.0,2.5,15.5,58.0,CENTRO
2024-07-10 17:00:00,0.44,5.2,13.6,6.0,18.8,23.0,2.5,3.8,357.0,NORTE
2024-07-10 17:00:00,0.66,4.2,8.6,9.0,12.8,63.0,2.8,19.3,69.0,SURESTE
2024-07-10 18:00:00,0.68,12.7,20.3,14.2,33.2,52.0,2.6,8.1,357.0,CENTRO
2024-07-10 18:00:00,0.42,8.7,20.8,6.0,29.5,19.0,2.4,4.7,80.0,NORTE
2024-07-10 18:00:00,0.77,4.4,14.0,6.16,18.4,25.0,2.3,4.1,28.0,SURESTE
2024-07-10 19:00:00,1.0,15.8,24.9,14.99,40.9,48.0,2.6,8.5,11.0,CENTRO
2024-07-10 19:00:00,0.36,7.0,20.8,,27.8,21.0,2.5,4.3,47.0,NORTE
2024-07-10 19:00:00,1.01,12.4,24.3,6.72,36.6,25.0,2.2,9.9,44.0,SURESTE
2024-07-10 20:00:00,0.85,25.2,28.7,17.49,54.1,52.0,2.7,8.8,27.0,CENTRO
2024-07-10 20:00:00,0.33,6.1,19.2,8.0,25.3,27.0,2.4,4.7,49.0,NORTE
2024-07-10 20:00:00,0.98,13.1,29.6,8.14,42.7,32.0,2.1,14.4,83.0,SURESTE
2024-07-10 21:00:00,0.71,27.7,27.5,15.9,55.3,56.0,2.7,7.3,35.0,CENTRO
2024-07-10 21:00:00,0.38,4.7,17.3,7.0,22.0,28.0,2.4,1.4,131.0,NORTE
2024-07-10 21:00:00,0.83,5.1,21.6,8.33,26.8,34.0,2.1,14.2,68.0,SURESTE
2024-07-10 22:00:00,0.75,30.3,25.5,19.77,56.0,59.0,2.8,8.3,38.0,CENTRO
2024-07-10 22:00:00,0.36,2.9,13.9,7.0,16.8,30.0,2.4,3.7,102.0,NORTE
2024-07-10 22:00:00,0.95,12.9,23.6,9.56,36.5,36.0,2.1,15.3,51.0,SURESTE
2024-07-10 23:00:00,0.61,10.8,22.0,18.39,33.0,58.0,2.6,8.4,43.0,CENTRO
2024-07-10 23:00:00,0.35,11.6,14.6,8.0,26.2,36.0,2.3,2.5,72.0,NORTE
2024-07-10 23:00:00,0.77,5.0,14.5,9.26,19.4,38.0,2.2,13.0,76.0,SURESTE
2024-07-11 00:00:00,0.57,9.1,21.6,17.06,31.0,52.0,2.5,8.4,36.0,CENTRO
2024-07-11 00:00:00,0.3,12.5,15.4,10.0,27.9,47.0,2.4,4.0,84.0,NORTE
2024-07-11 00:00:00,0.66,2.1,7.4,8.33,9.5,32.0,2.2,10.5,98.0,SURESTE
2024-07-11 01:00:00,0.44,2.2,11.5,12.64,14.0,54.0,2.5,7.3,45.0,CENTRO
2024-07-11 01:00:00,0.3,3.2,12.8,8.0,16.0,45.0,2.4,2.3,133.0,NORTE
2024-07-11 01:00:00,0.67,2.1,6.7,7.89,8.9,25.0,2.0,10.9,91.0,SURESTE
2024-07-11 02:00:00,0.4,2.0,9.2,11.3,11.4,42.0,2.5,6.8,43.0,CENTRO
2024-07-11 02:00:00,0.28,4.2,11.3,8.0,15.5,36.0,2.5,1.9,95.0,NORTE
2024-07-11 02:00:00,0.61,2.1,4.4,6.93,6.4,18.0,1.9,7.7,124.0,SURESTE
2024-07-11 03:00:00,0.4,1.9,6.4,9.66,8.6,33.0,2.5,6.1,80.0,CENTRO
2024-07-11 03:00:00,0.23,1.8,7.2,6.0,9.0,45.0,2.5,4.1,114.0,NORTE
2024-07-11 03:00:00,0.59,2.1,4.5,5.43,6.6,16.0,1.8,6.7,133.0,SURESTE
2024-07-11 04:00:00,0.32,1.9,3.5,8.16,5.6,34.0,2.5,6.8,87.0,CENTRO
2024-07-11 04:00:00,0.23,2.2,7.8,7.0,10.0,35.0,2.4,5.2,123.0,NORTE
2024-07-11 04:00:00,0.59,2.1,4.0,5.36,6.0,17.0,1.8,7.5,120.0,SURESTE
2024-07-11 05:00:00,0.35,,3.4,8.89,5.5,24.0,2.6,5.9,78.0,CENTRO
2024-07-11 05:00:00,0.3,5.7,11.3,11.0,17.0,43.0,2.4,5.9,96.0,NORTE
2024-07-11 05:00:00,0.58,2.1,3.8,6.52,5.8,20.0,1.7,6.9,92.0,SURESTE
2024-07-11 06:00:00,0.33,2.0,5.7,9.38,7.9,31.0,2.6,5.9,62.0,CENTRO
2024-07-11 06:00:00,0.33,7.5,9.9,13.0,17.5,50.0,2.4,6.7,74.0,NORTE
2024-07-11 06:00:00,0.61,2.5,6.0,,8.5,16.0,1.7,6.6,113.0,SURESTE
2024-07-11 07:00:00,0.41,3.5,8.3,10.31,12.0,33.0,2.5,5.1,79.0,CENTRO
2024-07-11 07:00:00,0.31,8.1,8.5,14.0,16.7,60.0,2.4,6.9,82.0,NORTE
2024-07-11 07:00:00,0.68,3.4,9.2,,12.6,13.0,1.8,8.0,89.0,SURESTE
2024-07-11 08:00:00,0.47,9.2,11.1,12.29,20.5,37.0,2.5,6.3,45.0,CENTRO
2024-07-11 08:00:00,0.32,5.7,7.8,13.0,13.5,47.0,2.4,8.0,92.0,NORTE
2024-07-11 08:00:00,0.72,5.4,8.7,,14.0,20.0,1.7,9.9,84.0,SURESTE
2024-07-11 09:00:00,0.52,14.3,13.4,16.13,28.0,40.0,2.6,9.1,50.0,CENTRO
2024-07-11 09:00:00,0.35,4.9,6.7,11.0,11.7,37.0,2.4,9.0,103.0,NORTE
2024-07-11 09:00:00,0.76,7.1,10.1,,17.1,28.0,1.7,12.8,79.0,SURESTE
2024-07-11 10:00:00,0.5,8.9,10.7,15.51,19.9,55.0,2.5,11.3,53.0,CENTRO
2024-07-11 10:00:00,0.29,4.1,6.6,11.0,10.7,47.0,2.5,9.5,110.0,NORTE
2024-07-11 10:00:00,0.67,4.2,5.9,,10.0,36.0,1.8,16.2,97.0,SURESTE
2024-07-11 11:00:00,0.45,4.8,8.2,11.49,13.3,47.0,2.5,13.8,48.0,CENTRO
2024-07-11 11:00:00,0.25,2.9,5.1,9.0,8.0,38.0,2.7,10.1,103.0,NORTE
2024-07-11 11:00:00,0.72,4.2,5.4,,9.7,24.0,1.9,18.0,94.0,SURESTE
2024-07-11 12:00:00,0.42,4.3,8.0,13.3,12.6,40.0,2.5,14.5,48.0,CENTRO
2024-07-11 12:00:00,0.22,2.2,4.5,10.0,6.7,38.0,2.6,6.1,111.0,NORTE
2024-07-11 12:00:00,0.7,3.3,5.3,,8.7,31.0,2.0,17.7,91.0,SURESTE
2024-07-11 13:00:00,0.44,3.6,8.1,12.21,11.9,45.0,2.4,14.3,58.0,CENTRO
2024-07-11 13:00:00,0.72,2.9,6.2,10.0,9.1,52.0,3.1,10.4,130.0,NORTE
2024-07-11 13:00:00,0.66,3.2,5.0,,8.3,34.0,1.9,14.0,118.0,SURESTE
2024-07-11 14:00:00,0.42,3.0,7.1,12.11,10.3,44.0,2.5,13.2,76.0,CENTRO
2024-07-11 14:00:00,0.71,3.0,5.3,8.0,8.3,35.0,2.9,9.2,153.0,NORTE
2024-07-11 14:00:00,0.68,3.4,5.2,11.03,8.7,41.0,1.8,14.2,125.0,SURESTE
2024-07-11 15:00:00,0.46,3.1,9.0,13.88,12.3,48.0,2.3,11.6,74.0,CENTRO
2024-07-11 15:00:00,0.7,2.4,5.2,9.0,7.7,31.0,3.4,10.8,137.0,NORTE
2024-07-11 15:00:00,0.72,3.8,7.6,10.61,11.3,39.0,1.9,11.8,122.0,SURESTE
2024-07-11 16:00:00,0.4,3.3,6.4,12.48,10.0,49.0,2.5,9.1,136.0,CENTRO
2024-07-11 16:00:00,0.81,3.3,8.6,9.0,11.9,40.0,3.1,8.7,154.0,NORTE
2024-07-11 16:00:00,0.67,3.4,5.4,11.45,8.8,48.0,2.0,10.1,147.0,SURESTE
2024-07-11 17:00:00,0.43,3.9,6.4,14.74,10.5,37.0,2.4,9.6,124.0,CENTRO
2024-07-11 17:00:00,,,,,,,,,,NORTE
2024-07-11 17:00:00,0.68,3.4,5.7,8.82,9.1,37.0,1.9,9.1,139.0,SURESTE
2024-07-11 18:00:00,0.41,3.6,6.3,13.66,10.1,42.0,2.5,8.9,118.0,CENTRO
2024-07-11 18:00:00,,,,,,,,,,NORTE
2024-07-11 18:00:00,0.67,3.7,6.1,10.17,9.8,45.0,1.8,11.9,140.0,SURESTE
