date,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SO2,SR,TOUT,WSR,WDR,Zona
2023-01-01 13:00:00,1.06,4.8,15.4,20.1,53,30,19.44,721.1,0,28,4.3,0.413,28.89,7.2,82.0,SURESTE
2023-01-01 14:00:00,1.12,6.4,19.7,26.3,47,48,20.56,709,0,17,9.9,0.634,29.69,7.8,86.0,CENTRO
2023-01-01 14:00:00,0.99,4.8,14.8,19.7,52,64,12.93,713.2,0,,6.7,0,30.8,6.4,25.0,NORTE
2023-01-01 14:00:00,0.92,3.5,8.4,11.9,54,48,13.93,720.2,0,23,3.4,0.393,30.19,8.3,76.0,SURESTE
2023-01-01 15:00:00,0.96,3.6,8.1,12,54,55,13.01,708.4,0,15,3,0.549,30.58,8.7,70.0,CENTRO
2023-01-01 15:00:00,0.54,4.3,10,14.4,47,56,7.2,712.5,0,,3.3,0,31.89,6.9,24.0,NORTE
2023-01-01 15:00:00,0.88,3.5,7.9,11.4,51,30,11.83,719.4,0,21,3.1,0.332,31.04,11.8,106.0,SURESTE
2023-01-01 16:00:00,0.94,3.5,7.5,11.3,50,32,10.25,708.1,0,15,2.7,0.286,30.43,10.8,71.0,CENTRO
2023-01-01 16:00:00,0.53,4,9.9,14,52,42,7.57,712.2,0,,3.2,0,31.82,8.4,22.0,NORTE
2023-01-01 16:00:00,0.88,3.7,9,12.6,47,29,11.25,719.1,0,20,3.1,0.242,31.26,13,118.0,SURESTE
2023-01-01 17:00:00,1.03,3.2,9.6,13,60,37,14.61,708,0,18,6.5,0.071,29.53,11.6,84.0,CENTRO
2023-01-01 17:00:00,0.65,3.6,12.6,16.3,65,43,13.19,712.2,0,,5.6,0,30.17,12.1,21.0,NORTE
2023-01-01 17:00:00,1.03,3.4,13.3,16.7,60,41,20.7,719,0,23,16.4,0.131,30.37,12.6,123.0,SURESTE
2023-01-01 18:00:00,1.18,3.2,16.5,19.8,68,55,29.78,708.2,0,24,22.9,0.019,27.35,7.9,73.0,CENTRO
2023-01-01 18:00:00,0.81,3.5,16.6,20.1,68,65,21.81,712.5,0,,12.4,0,27.53,11.4,21.0,NORTE
2023-01-01 18:00:00,1.1,3.3,14.5,17.8,77,61,30.91,718.8,0,27,27.3,0.017,28.44,17.8,103.0,SURESTE
2023-01-01 19:00:00,1.22,3.2,17,20.4,65,75,36.26,708.4,0,27,18,0.001,25.75,7.1,55.0,CENTRO
2023-01-01 19:00:00,1.03,3.5,28.5,32.1,40,90,24.41,712.9,0,,8.3,0,25.48,5.8,25.0,NORTE
2023-01-01 19:00:00,1.07,3.3,13.2,16.4,69,87,26.09,719,0,28,17.4,0,27.58,15.8,92.0,SURESTE
2023-01-01 20:00:00,1.19,3.2,15.4,18.7,52,74,34.78,708.8,0,29,13.7,0.001,24.28,3.3,51.0,CENTRO
2023-01-01 20:00:00,1.63,5.5,54.1,59.6,16,84,38.61,713.2,0,,6.5,0,23.44,3.4,26.0,NORTE
2023-01-01 20:00:00,1.24,3.4,25.5,28.9,43,63,26.49,719.4,0,32,13.7,0,25.66,7.8,160.0,SURESTE
2023-01-01 21:00:00,1.26,3.2,19.9,23.3,40,58,32.93,709,0,32,10.6,0.001,23.05,4.3,289.0,CENTRO
2023-01-01 21:00:00,1.36,6.6,40.5,47.1,10,123,30.63,713.6,0,,4.8,0,22.47,4.1,28.0,NORTE
2023-01-01 21:00:00,1.16,3.9,20.8,24.7,29,70,23.19,719.5,0,38,6.3,0,25.59,10.7,108.0,SURESTE
2023-01-01 22:00:00,1.7,3.6,37.5,41.2,14,65,44.47,708.7,0,41,6.9,0.001,22.45,7.4,311.0,CENTRO
2023-01-01 22:00:00,1.3,8,33.6,41.6,6,111,23.45,713.4,0,,3.7,0,21.54,3.8,22.0,NORTE
2023-01-01 22:00:00,1.44,7.3,39.2,46.4,13,55,25.92,719.3,0,42,6.3,0,22.72,5.7,238.0,SURESTE
2023-01-01 23:00:00,1.69,3.5,25,28.7,14,93,37.73,708.6,0,49,5.3,0.001,21.57,4.3,302.0,CENTRO
2023-01-01 23:00:00,1.22,19.6,30.6,50.2,5,93,20.53,713.1,0,,3.8,0,20.48,4.7,23.0,NORTE
2023-01-01 23:00:00,1.31,8.1,34.4,42.4,13,67,22.15,719.2,0,45,5.9,0,21.96,5.6,255.0,SURESTE
2023-01-02 00:00:00,2.17,3.8,30.3,34.2,7,67,37.55,708.2,0,54,4.5,0.001,20.13,3.6,238.0,CENTRO
2023-01-02 00:00:00,1.61,41,30.7,71.6,3,87,22.67,712.7,0,,3.4,0,19.07,3.3,23.0,NORTE
2023-01-02 00:00:00,1.46,11,36.8,47.8,4,57,24.95,718.8,0,56,4.4,0,20.65,4.9,274.0,SURESTE
2023-01-02 01:00:00,1.72,4.1,32,36.3,6,72,42.65,707.9,0,57,4,0.001,19.04,3.5,257.0,CENTRO
2023-01-02 01:00:00,1.11,29.7,30.1,59.7,3,104,21.97,712.4,0,,3.6,0,18.37,4.2,20.0,NORTE
2023-01-02 01:00:00,1.41,14.9,32,46.9,4,68,23.62,718.4,0,62,3.9,0,19.1,4.1,195.0,SURESTE
2023-01-02 02:00:00,1.61,3.8,29.3,33.3,8,73,40.42,707.7,0,59,3.9,0.001,18.32,3.4,259.0,CENTRO
2023-01-02 02:00:00,0.65,9.8,26.1,36,4,89,19.88,712.2,0,,3.2,0,17.42,3.6,29.0,NORTE
2023-01-02 02:00:00,1.28,7.9,25.5,33.4,6,58,21.6,718.1,0,67,3.7,0,18.07,3.1,239.0,SURESTE
2023-01-02 03:00:00,1.46,4.4,31.1,35.7,6,66,40.32,707.5,0,59,4.1,0.001,17.28,3.4,240.0,CENTRO
2023-01-02 03:00:00,0.49,4.1,19.2,23.4,5,71,18.97,711.9,0,,3.2,0,16.79,4.4,33.0,NORTE
2023-01-02 03:00:00,1.27,7.5,26.4,33.9,5,51,23.8,718,0,71,3.5,0,17.61,5.9,265.0,SURESTE
2023-01-02 04:00:00,1.3,3.8,27.5,31.5,8,78,41.78,707.5,0,61,4.5,0.001,16.98,3.4,264.0,CENTRO
2023-01-02 04:00:00,0.45,4.2,18.5,22.8,6,59,15.68,711.8,0,,3,0,16.24,5.7,34.0,NORTE
2023-01-02 04:00:00,1.19,4.4,26.8,31.3,6,53,26.74,717.9,0,70,4.4,0,18.51,10.3,285.0,SURESTE
2023-01-02 05:00:00,1.24,3.9,19.8,23.9,9,84,35.78,707.4,0,67,3.8,0.001,16.4,3.1,236.0,CENTRO
2023-01-02 05:00:00,0.5,3.5,13.3,16.8,7,57,14.71,711.7,0,,3.1,0,16.19,3.4,22.0,NORTE
2023-01-02 05:00:00,1.07,4.9,24.1,29,8,62,25.44,717.8,0,71,5,0,18.22,7.8,277.0,SURESTE
2023-01-02 06:00:00,1.3,5.3,25.5,31,7,73,40.94,707.4,0,60,4.7,0.001,16.11,3.8,232.0,CENTRO
2023-01-02 06:00:00,0.49,8.5,17.3,25.9,4,52,15.65,711.7,0,,3.1,0,15.53,2.6,26.0,NORTE
2023-01-02 06:00:00,1.08,12.4,24.4,36.7,5,59,25.99,717.9,0,77,4.6,0,17.37,5,284.0,SURESTE
2023-01-02 07:00:00,1.5,17.2,28.3,45.8,4,115,43.06,707.7,0,62,4.6,0.001,15.58,4,195.0,CENTRO
2023-01-02 07:00:00,0.69,17.5,21.3,38.8,3,65,17.02,711.9,0,,2.9,0,15.4,4.9,24.0,NORTE
2023-01-02 07:00:00,1.38,40.7,25.6,66,3,62,27.41,718,0,81,5.2,0,16.1,6,289.0,SURESTE
2023-01-02 08:00:00,1.64,39.8,29.1,69.2,4,117,40.05,707.7,0,45,5.5,0.011,17.91,5.2,198.0,CENTRO
2023-01-02 08:00:00,0.83,25.7,30,55.7,3,68,17.53,712,0,,3,0,16.37,4.6,18.0,NORTE
2023-01-02 08:00:00,1.22,36.2,23.9,59.9,6,82,16.29,718.1,0,50,5.1,0.011,19.87,8.8,274.0,SURESTE
2023-01-02 09:00:00,1.44,41.3,28.5,70,5,146,20.67,707.8,0,31,5.4,0.041,20.81,5.8,182.0,CENTRO
2023-01-02 09:00:00,1.06,35.6,34.1,69.7,4,82,20.22,712.2,0,,3.1,0,17.39,4.9,22.0,NORTE
2023-01-02 09:00:00,1.38,26.5,26.7,53.1,6,70,18.65,718.4,0,53,5.4,0.044,20.79,7.7,100.0,SURESTE
2023-01-02 10:00:00,2.16,93.7,41.2,135.3,5,89,20.64,708.2,0,33,14,0.146,22.3,5.9,30.0,CENTRO
2023-01-02 10:00:00,1.24,37.3,35.4,72.6,8,110,21.41,712.6,0,,4.3,0,21.06,5.7,26.0,NORTE
2023-01-02 10:00:00,1.65,35.5,32.4,67.7,8,74,25.33,718.8,0,56,6,0.156,21.63,7.1,67.0,SURESTE
2023-01-02 11:00:00,1.66,31.4,34.5,66.1,14,134,34.53,708.7,0,35,9.2,0.422,23.38,7,82.0,CENTRO
2023-01-02 11:00:00,1.18,27.8,37.1,64.8,12,117,19.51,713,0,,5.6,0,23.41,7.4,26.0,NORTE
2023-01-02 11:00:00,1.45,20.6,29.2,49.7,17,111,23.83,719.5,0,47,6,0.301,24.68,5.5,223.0,SURESTE
2023-01-02 12:00:00,1.27,11.2,23.7,35.1,25,91,21.12,708.3,0,27,5.3,0.451,26.2,5.3,102.0,CENTRO
2023-01-02 12:00:00,0.74,9.6,20.3,29.9,25,111,12.75,712.5,0,,5,0,26.47,7.1,26.0,NORTE
2023-01-02 12:00:00,1.32,9.6,22,31.6,29,83,21.82,719.2,0,37,5.6,0.325,26.72,7.8,88.0,SURESTE
2023-01-02 13:00:00,1.33,9.4,27.2,36.7,32,59,19.34,707.7,0,27,5.1,0.42,26.76,7.9,79.0,CENTRO
2023-01-02 13:00:00,0.71,6.6,17,23.8,31,74,10,711.8,0,,4.1,0,28.53,6.4,27.0,NORTE
2023-01-02 13:00:00,1.16,6.7,19,25.7,38,85,18.73,718.6,0,32,5.1,0.312,27.87,7.1,95.0,SURESTE
2023-01-02 14:00:00,1.26,7.1,23.5,30.9,41,72,21.79,706.8,0,24,4.6,0.51,28.07,7.7,88.0,CENTRO
2023-01-02 14:00:00,0.66,5.7,14.9,20.7,34,65,9,710.8,0,,3.4,0,29.66,6.9,29.0,NORTE
2023-01-02 14:00:00,1.14,6.6,19.8,26.4,43,71,19.56,717.6,0,28,4.9,0.345,28.98,8.9,111.0,SURESTE
2023-01-02 15:00:00,1.15,5.4,19.9,25.5,44,77,17.04,706.2,0,20,4,0.311,28.22,9.2,101.0,CENTRO
2023-01-02 15:00:00,0.55,5.8,13.5,19.4,31,70,9,710,0,,3.1,0,29.78,9.3,25.0,NORTE
2023-01-02 15:00:00,1.02,5.1,15.3,20.3,45,73,14.12,716.9,0,25,5.5,0.247,29.39,11.2,125.0,SURESTE
2023-01-02 16:00:00,1.1,4.9,15.7,20.8,41,69,13.78,705.8,0,22,4,0.252,28.9,8.4,102.0,CENTRO
2023-01-02 16:00:00,0.73,5.3,19.8,25.2,40,82,10.1,709.7,0,,3.5,0,29.53,9.6,25.0,NORTE
2023-01-02 16:00:00,1.07,4.7,13.7,18.3,42,65,16.48,716.4,0,28,5.4,0.174,29.29,10.1,113.0,SURESTE
2023-01-02 17:00:00,1.13,4.4,16.4,21,38,59,13.58,705.8,0,25,4.2,0.099,28.04,9.1,94.0,CENTRO
2023-01-02 17:00:00,0.69,3.9,17.9,22,41,87,11.11,709.6,0,,4.2,0,28.63,9,23.0,NORTE
2023-01-02 17:00:00,1.13,5.7,20.5,26.1,33,56,13.52,716.4,0,29,5.1,0.089,29.11,5.2,128.0,SURESTE
2023-01-02 18:00:00,1.24,5.1,25.2,30.5,27,55,14.81,705.9,0,27,4,0.031,26.63,6.1,103.0,CENTRO
2023-01-02 18:00:00,0.94,6.2,35.5,41.7,22,78,12.89,709.8,0,,4.6,0,27.04,6.8,23.0,NORTE
2023-01-02 18:00:00,1.54,19,39.7,58.6,13,57,13.71,716.2,0,33,4.4,0.024,26.56,4.9,169.0,SURESTE
2023-01-02 19:00:00,1.49,13.9,33.3,47.4,17,59,14.5,706.2,0,26,3.9,0.002,25.66,6.2,129.0,CENTRO
2023-01-02 19:00:00,,,,,,,,,,,,0,,,,NORTE
2023-01-02 19:00:00,1.72,30.3,42.8,72.9,6,73,12.61,716.5,0,36,4,0.001,24.11,5.2,215.0,SURESTE
2023-01-02 20:00:00,1.71,24.8,45.2,70.2,4,60,15.87,706.7,0,29,3.7,0.001,23.49,3.9,241.0,CENTRO
2023-01-02 20:00:00,3.29,124,51.7,175.5,6,129,46.21,710.8,0,,4.7,0,22.77,3.3,30.0,NORTE
2023-01-02 20:00:00,2.13,66.2,44.7,110.7,3,70,15.76,717,0,37,4.1,0,22.95,4.8,229.0,SURESTE
2023-01-02 21:00:00,1.43,14.2,38.3,52.7,4,61,13.73,707.2,0,31,3.3,0.001,21.7,3.6,262.0,CENTRO
2023-01-02 21:00:00,2.23,97.6,52.6,150.1,5,240,37.5,711.4,0,,4.8,0,21.61,4.7,25.0,NORTE
2023-01-02 21:00:00,2.26,91.6,39.7,131.1,3,78,17.39,717.6,0,39,4.3,0,21.12,4.3,254.0,SURESTE
2023-01-02 22:00:00,1.62,26.3,40.3,66.7,4,55,16.95,707.4,0,30,5.7,0.001,21.38,3.5,135.0,CENTRO
2023-01-02 22:00:00,2.92,147.7,45.1,192.7,5,218,42.95,711.6,0,,4.4,0,20.05,3.6,28.0,NORTE
2023-01-02 22:00:00,2.23,98.4,37.4,135.7,3,92,18.9,717.8,0,40,4.4,0,20.2,3.6,280.0,SURESTE
2023-01-02 23:00:00,1.8,54.3,42,96.6,,76,27.79,707.4,0,30,12.3,0.001,20.71,4,239.0,CENTRO
2023-01-02 23:00:00,,,,,,,,,,,,0,,,,NORTE
2023-01-02 23:00:00,2.38,108.2,34.7,142.8,,87,15.91,718,0,42,4.5,0,19.34,3.9,265.0,SURESTE
2023-01-03 00:00:00,1.52,33.4,38.7,72.4,,120,31.03,707.7,0,30,9,0.001,20.18,4.3,228.0,CENTRO
2023-01-03 00:00:00,2.35,116.8,40.7,157.3,,207,,712.1,0,,4.2,0,18.64,3.3,18.0,NORTE
2023-01-03 00:00:00,1.66,54.3,34.5,88.7,,90,12.1,718.1,0,46,4.1,0,18.36,2.8,273.0,SURESTE
2023-01-03 01:00:00,1.32,25.5,37.2,63,,92,25.5,708,0,28,7.1,0.001,20.27,5.2,244.0,CENTRO
2023-01-03 01:00:00,1.45,65.3,37.6,102.8,,186,,712.3,0,,4,0,18.17,5.7,26.0,NORTE
2023-01-03 01:00:00,1.07,8.7,29.8,38.4,5,56,9.56,718.3,0,44,4.2,0,18.58,7.2,293.0,SURESTE
2023-01-03 02:00:00,1.16,14.8,34.4,49.4,5,98,21.69,708,0,29,6.2,0.001,19.65,4.6,258.0,CENTRO
2023-01-03 02:00:00,1.11,25.8,36.7,62.5,6,150,,712.3,0,,3.6,0,18.42,5.5,33.0,NORTE
2023-01-03 02:00:00,1.12,12.3,32.7,44.9,4,44,11.91,718.4,0,42,5,0,19.09,7,280.0,SURESTE
2023-01-03 03:00:00,1.08,6,32.1,38.3,5,86,19.18,708.1,0,29,9.1,0.001,19.45,4.5,222.0,CENTRO
2023-01-03 03:00:00,0.67,13,31.3,44.3,6,108,,712.4,0,,4.4,0,18.94,6.7,21.0,NORTE
2023-01-03 03:00:00,1.06,7.8,29.1,36.9,5,50,14.1,718.6,0,43,4.6,0,18.73,6.3,279.0,SURESTE
2023-01-03 04:00:00,1.08,4.7,31.6,36.4,5,93,23.36,708.3,0,29,10.4,0.001,19.37,4.2,177.0,CENTRO
2023-01-03 04:00:00,0.4,9.2,17.5,26.8,13,87,,712.4,0,,3.6,0,21.46,10.8,39.0,NORTE
2023-01-03 04:00:00,1.06,4.4,24.3,28.7,8,49,11.43,718.7,0,43,5,0,19.42,5.5,255.0,SURESTE
2023-01-03 05:00:00,0.99,4.2,24,28.4,9,99,22.45,708.6,0,27,8.3,0.001,19.63,4.7,210.0,CENTRO
2023-01-03 05:00:00,0.31,3.2,8.4,11.7,18,93,,712.7,0,,2.8,0,23.13,8.7,32.0,NORTE
2023-01-03 05:00:00,0.93,5.8,24.5,30.3,6,41,9.49,719.1,0,42,4.3,0,18.3,6.2,277.0,SURESTE
2023-01-03 06:00:00,0.98,4.6,21.1,25.9,8,82,19,708.9,0,27,8.1,0.001,19.47,4.8,191.0,CENTRO
2023-01-03 06:00:00,0.31,3.7,14.4,18.2,14,61,,713.1,0,,2.9,0,21.85,8.6,39.0,NORTE
2023-01-03 06:00:00,0.8,7.3,17.4,24.7,11,39,8.45,719.5,0,27,4.9,0,22.33,9.1,260.0,SURESTE
2023-01-03 07:00:00,1.03,9.4,22.7,32.3,7,90,14.93,709.2,0,27,7.2,0.001,19.19,4.2,291.0,CENTRO
2023-01-03 07:00:00,0.32,5,15.6,20.7,14,68,,713.5,0,,2.8,0,22.22,10.8,37.0,NORTE
2023-01-03 07:00:00,0.96,34.5,21.5,55.9,8,77,7.78,719.9,0,27,4.5,0,21.84,7.1,266.0,SURESTE
2023-01-03 08:00:00,1.28,28.3,29.2,57.7,5,98,15.56,709.6,0,26,8.4,0.006,19.71,5.5,274.0,CENTRO
2023-01-03 08:00:00,0.34,4.8,15.9,20.7,14,65,,714.4,0,,3.1,0,16.34,6.5,22.0,NORTE
2023-01-03 08:00:00,1.22,49.1,28.1,77,3,73,10.2,720.4,0,34,4,0.006,19.15,7.3,287.0,SURESTE
2023-01-03 09:00:00,1.52,36.1,31.3,67.6,9,106,18.76,710.2,0,30,4.9,0.029,18.99,4.3,48.0,CENTRO
2023-01-03 09:00:00,0.28,6,14.4,20.5,19,88,,715,0,,3.1,0,17.88,4.8,25.0,NORTE
2023-01-03 09:00:00,1.11,25.3,25.4,50.6,9,101,11.23,721.1,0,36,3.3,0.084,18.3,6.6,300.0,SURESTE
2023-01-03 10:00:00,1.42,37.7,33,70.9,9,119,21.3,710.6,0,27,9.1,0.085,19.85,8,107.0,CENTRO
2023-01-03 10:00:00,0.36,6.1,10.4,16.6,23,88,,715.3,0,,2.7,0,19.78,7.3,12.0,NORTE
2023-01-03 10:00:00,0.86,11.5,17,28.5,18,89,8.44,721.7,0,30,3,0.231,20.37,4.9,227.0,SURESTE
2023-01-03 11:00:00,1.4,31,32.2,63.3,13,155,22.71,710.7,0,24,18,0.444,21.6,7.7,100.0,CENTRO
2023-01-03 11:00:00,0.41,6.5,9.4,16,25,101,,715.3,0,,2.7,0,22,6.9,10.0,NORTE
2023-01-03 11:00:00,0.91,11.9,17.5,29.4,21,70,10.17,721.9,0,27,3.1,0.329,22.89,5.4,334.0,SURESTE
2023-01-03 12:00:00,1.16,19.5,27.1,46.7,20,151,22.55,710.2,0,21,18.7,0.601,23.52,8.4,82.0,CENTRO
2023-01-03 12:00:00,0.42,5.9,10.5,16.5,26,97,,714.7,0,,2.9,0,24.28,6.2,23.0,NORTE
2023-01-03 12:00:00,0.94,8.9,15.8,24.6,28,91,11.22,721.5,0,24,3.1,0.416,24.54,7.2,109.0,SURESTE
2023-01-03 13:00:00,1.03,10.8,18.8,29.9,28,114,15.84,709.4,0,19,9.6,0.644,24.64,9.5,67.0,CENTRO
2023-01-03 13:00:00,0.43,5.4,8.3,13.7,29,100,,713.8,0,,2.7,0,24.85,8.1,18.0,NORTE
2023-01-03 13:00:00,0.97,8.2,15,23.2,30,81,15.55,720.5,0,22,3.3,0.415,25.79,9.9,88.0,SURESTE
2023-01-03 14:00:00,1.05,7.4,17.5,25.1,37,92,10.86,708.4,0,17,3.4,0.632,25.94,10.8,57.0,CENTRO
2023-01-03 14:00:00,0.48,5.5,9.6,15.2,31,72,,712.8,0,,2.9,0,26.55,7.6,22.0,NORTE
2023-01-03 14:00:00,0.93,5.7,11.7,17.4,40,81,14.61,719.4,0,23,3.7,0.394,26.86,15,93.0,SURESTE
2023-01-03 15:00:00,1.05,6.1,16.5,22.8,46,72,12.57,707.8,0,18,3.8,0.542,26.85,11.3,54.0,CENTRO
2023-01-03 15:00:00,0.53,4.8,11.7,16.6,39,53,,712,0,,2.9,0,27.7,9.9,24.0,NORTE
2023-01-03 15:00:00,0.97,4.9,10.8,15.7,45,88,17.25,718.7,0,21,3.8,0.335,27.67,14.6,115.0,SURESTE
2023-01-03 16:00:00,1.04,4.7,14.6,19.5,50,78,11.95,707.5,0,17,3.5,0.298,27.35,10.6,56.0,CENTRO
2023-01-03 16:00:00,0.53,4,12.2,16.3,42,56,7.5,711.8,0,,3,0,28.56,8.3,25.0,NORTE
2023-01-03 16:00:00,0.95,4.6,10.7,15.3,47,72,12.03,718.4,0,20,3.6,0.244,27.8,15.8,112.0,SURESTE
2023-01-03 17:00:00,1.02,3.9,13.9,18,52,62,11.61,707.7,0,18,3.5,0.068,27.14,9.2,106.0,CENTRO
2023-01-03 17:00:00,0.55,3.5,13.2,16.8,48,68,8.62,712,0,,5.9,0,28.08,10.3,23.0,NORTE
2023-01-03 17:00:00,0.92,4.1,11,15,47,54,9.65,718.4,0,22,6,0.133,27.15,16.8,109.0,SURESTE
2023-01-03 18:00:00,1.16,3.8,23.1,27.1,41,67,11.97,708.4,0,21,4.7,0.021,25.31,9,75.0,CENTRO
2023-01-03 18:00:00,0.58,3.1,17.4,20.6,40,77,9.63,712.8,0,,9.8,0,25.61,10.1,21.0,NORTE
2023-01-03 18:00:00,0.96,4.1,12.6,16.6,40,74,12.57,719,0,25,6.8,0.019,25.68,17,110.0,SURESTE
2023-01-03 19:00:00,1.3,5.6,35.8,41.6,16,67,12.39,709.2,0,22,5,0.001,23.27,8.9,41.0,CENTRO
2023-01-03 19:00:00,0.67,4.4,25.5,30,22,86,9.03,714,0,,18.9,0,23.59,7.1,23.0,NORTE
2023-01-03 19:00:00,0.93,4.3,12.9,17.1,28,67,6.94,719.9,0,24,3.5,0,23.99,15,113.0,SURESTE
2023-01-03 20:00:00,1.08,4,25.4,29.6,18,73,10.93,710.3,0,22,6,0.001,22.09,9,45.0,CENTRO
