Media,Mediana,Desv. Std,Mín,Máx,% Nulos
1.7352784484568546,1.57,0.9425824867714279,0.05,14.6,3.3
24.7485685948641,17.9,21.47546980485042,0.8,362.8,5.3
61.35660763581436,54.0,33.79705463136725,2.0,791.0,2.5
23.94519894207574,20.38,14.889299342968627,0.0,246.93,12.6
28.697342228439233,25.0,20.223333925794016,1.0,166.0,5.6
7.640597880993705,7.3,3.901800042659203,0.1,83.45,2.0
22.789644519131336,23.62,7.052185556286888,-4.75,42.34,1.8
54.27404298448504,56.0,20.276028601718544,1.0,94.0,2.3
