date_only,Hora,Zona,CO,NOX,O3,PM2.5,PM10,WSR,WDR,date,hour,influence_plume_sum,influence_plume_log1p_sum,Q_hat_mean,u_mean,wind_cov,influence_plume_z
2024-08-08,18,SURESTE,0.7099999,11.600001,81.0,19.71,59.0,12.299999,146.0,2024-08-08,18,1402.091750534897,1077.1616223271578,8.63389549234965,12.299999000000001,1.0,-0.6947135899908046
2024-08-08,19,CENTRO,0.71000004,13.700001,70.0,22.539999,57.0,11.4,93.0,2024-08-08,19,1435.9272870276568,1145.5266147145778,7.4026085905677474,11.4,1.0,-0.6384353001197658
2024-08-08,19,NORTE,0.9316905,9.399998,73.0,15.715592,36.0,8.7,125.0,2024-08-08,19,3223.9464979504505,2336.269743783358,8.934998182306689,8.7,1.0,-0.32404297032386464
2024-08-08,19,SURESTE,0.73999995,13.200001,68.0,18.05,47.0,8.9,164.0,2024-08-08,19,1610.582942042782,1146.404846368513,8.599886677582765,8.9,1.0,-0.5969136669883008
2024-08-08,20,CENTRO,0.7800001,15.6,70.0,23.71,51.0,8.2,134.0,2024-08-08,20,2101.6631081761,1550.2864943140241,7.32558448772599,8.2,1.0,-0.28821653119147106
2024-08-08,20,NORTE,0.99235195,11.299999,62.0,16.383982,33.0,9.7,136.0,2024-08-08,20,2938.8430403862612,2185.5313513113497,8.943164345763119,9.7,1.0,-0.39872379166890176
2024-08-08,20,SURESTE,0.80999994,18.0,59.999996,17.949999,41.0,6.9999995,181.0,2024-08-08,20,1860.3630778000804,1243.7246096264832,8.60928106088415,6.9999995,1.0,-0.4797457527568025
2024-08-08,21,CENTRO,0.82000005,19.900002,65.0,27.689999,54.0,8.099999,112.0,2024-08-08,21,1999.0323793082998,1504.8654615591506,7.252428039113881,8.099999,1.0,-0.34220672726698037
2024-08-08,21,NORTE,1.0554615,16.399998,53.0,17.400778,37.0,7.8,143.0,2024-08-08,21,3644.78571732025,2576.5948294315785,8.967611855278438,7.8,1.0,-0.21380713233980614
2024-08-08,21,SURESTE,0.77,17.6,53.0,18.013048,45.0,6.8999996,170.0,2024-08-08,21,1993.9440938424527,1330.0766131401151,8.59569947607731,6.899999600000001,1.0,-0.4170850092066551
2024-08-08,22,CENTRO,0.7800001,16.0,52.0,24.57,54.0,11.299999,87.0,2024-08-08,22,1394.3909602221133,1118.6771171335251,7.30444580573812,11.299999,1.0,-0.6602860114342726
2024-08-08,22,NORTE,1.0183755,13.699999,38.0,17.2064,36.0,13.4,88.0,2024-08-08,22,1871.2197300186835,1467.4775024389025,8.980201075642407,13.4,1.0,-0.6783801184863596
2024-08-08,22,SURESTE,0.78,12.900001,37.0,16.692135,37.0,19.0,108.0,2024-08-08,22,1267.038878398799,1059.444124652012,8.633050253708245,19.0,1.0,-0.7580647579737353
2024-08-08,23,CENTRO,0.74,12.000001,31.0,19.079998,58.0,11.5,60.0,2024-08-08,23,1425.5146603512005,1143.741233496447,7.339086127497035,11.5,1.0,-0.6439129943944221
2024-08-08,23,NORTE,1.0106465,8.999998,27.0,14.927734,40.0,14.200001,95.0,2024-08-08,23,1857.697672235938,1476.7350402270663,9.044129925855062,14.200001,1.0,-0.6819221252726615
2024-08-08,23,SURESTE,0.7099999,8.6,31.0,15.534431,52.0,20.4,96.0,2024-08-08,23,1257.8754906053537,1065.0857159651637,8.6580526324943,20.4,1.0,-0.7623631583721384
2024-08-09,0,CENTRO,0.75,11.2,27.0,17.07,51.0,10.6,39.999992,2024-08-09,0,1665.1129892063586,1301.9970439834046,7.497476085468361,10.6,1.0,-0.5178692558673648
2024-08-09,0,NORTE,1.0060623,7.999998,28.0,12.671536,30.999998,2.4,99.0,2024-08-09,0,11315.855464674065,5408.200948640187,9.077876980231924,2.4,1.0,1.7955749853725622
2024-08-09,0,SURESTE,0.7,8.5,29.0,13.951597,39.0,14.099999,108.0,2024-08-09,0,1723.1878540560442,1370.8206308155986,8.744710022304385,14.099999,1.0,-0.5440924823379926
2024-08-09,1,CENTRO,0.75,19.2,18.0,16.279999,50.0,8.3,26.0,2024-08-09,1,2240.311571181167,1660.7397717666015,7.585885356403991,8.3,1.0,-0.2152787494394395
2024-08-09,1,NORTE,1.009448,8.1,27.0,11.583458,25.999998,2.8000002,179.0,2024-08-09,1,10284.812484707172,5206.026615494022,9.161420829235206,2.8000002,1.0,1.5255006157250937
2024-08-09,1,SURESTE,0.66999996,7.1000004,29.0,12.304895,29.0,14.4,95.0,2024-08-09,1,1812.0989467705558,1452.2585539805987,8.746067602115806,14.4,1.0,-0.5023856938705341
2024-08-09,2,CENTRO,0.73,15.5,19.0,17.15,50.0,8.099999,44.0,2024-08-09,2,2231.2257445726846,1638.3754453254046,7.7376853722636945,8.099999,1.0,-0.22005846371713816
2024-08-09,2,NORTE,0.9821835,6.8999977,27.0,3.0,17.0,2.3000002,94.0,2024-08-09,2,11582.876054143724,5403.014116760654,9.184897777941124,2.3000002,1.0,1.865519128133933
2024-08-09,2,SURESTE,0.6399999,6.299999,29.0,11.503529,24.0,13.0,100.0,2024-08-09,2,1968.8858857427213,1547.6019713945411,8.852649256844186,13.0,1.0,-0.4288394186136433
2024-08-09,3,CENTRO,0.72,22.800001,11.0,18.18,46.0,7.6,16.0,2024-08-09,3,2635.907738546151,1894.910508301325,7.8231932497357315,7.599999999999999,1.0,-0.007170370220313777
2024-08-09,3,NORTE,0.96717834,7.199999,25.0,11.445177,19.999996,3.3000002,317.0,2024-08-09,3,6736.046134654598,3403.1715417492537,9.2426055656764,3.3000002,1.0,0.5959265304164759
2024-08-09,3,SURESTE,0.62,6.200001,28.0,12.022859,25.0,12.5,108.0,2024-08-09,3,1971.0332254473426,1533.3420140183248,8.8567983174065,12.5,1.0,-0.4278321354941344
2024-08-09,4,CENTRO,0.70000005,19.0,14.000002,18.079998,48.0,6.2999997,41.0,2024-08-09,4,2936.869405536763,2017.122121500619,7.878577813866298,6.2999997,1.0,0.15115433029862876
2024-08-09,4,NORTE,0.97553957,6.499998,23.0,7.999999,17.999996,1.5,203.0,2024-08-09,4,19646.700302122226,7494.624927035717,9.30863669557349,1.5,1.0,3.977780491661859
2024-08-09,4,SURESTE,0.62,6.700001,26.0,11.769484,17.000004,10.599999,116.0,2024-08-09,4,2198.884036322534,1648.2466440802298,8.882329101837657,10.599999,1.0,-0.3209509210001924
2024-08-09,5,CENTRO,0.6700001,9.1,21.0,15.61,48.0,6.2999997,56.0,2024-08-09,5,2736.2410232616326,1902.068657849125,7.638230569631462,6.2999997,1.0,0.04561122623182149
2024-08-09,5,NORTE,1.005346,7.0999985,20.0,17.0,26.999998,5.4,166.0,2024-08-09,5,5373.3722449097795,3396.659974142544,9.215260103198393,5.400000000000001,1.0,0.23898380449857762
2024-08-09,5,SURESTE,0.60999995,6.299999,25.0,12.510378,24.0,9.2,116.0,2024-08-09,5,2534.8507815006124,1840.8617493801794,8.854748167187605,9.2,1.0,-0.1633542303573877
2024-08-09,6,CENTRO,0.6700001,7.5,21.0,14.78,47.0,6.8999996,45.999992,2024-08-09,6,2430.425755937054,1747.9368890743376,7.322333924647689,6.8999996,1.0,-0.11526677227685418
2024-08-09,6,NORTE,1.0438969,9.799997,15.0,7.0,22.999996,1.8000002,121.0,2024-08-09,6,15628.146587198607,6660.907290639255,9.024839268696885,1.8000002,1.0,2.9251489500676002
2024-08-09,6,SURESTE,0.62999994,7.1000004,21.0,12.906647,29.0,10.799999,110.0,2024-08-09,6,2202.735818163666,1665.8907445378518,8.671686386389316,10.799999,1.0,-0.3191441110109517
2024-08-09,7,CENTRO,0.71000004,10.400001,18.0,16.25,49.0,8.0,57.999996,2024-08-09,7,2003.60641490431,1503.9437157108969,7.283504903115331,8.0,1.0,-0.3398004978519769
2024-08-09,7,NORTE,1.1014478,10.199998,13.0,24.0,27.999998,5.9,122.0,2024-08-09,7,4770.255236936873,3124.0991160367494,9.003552206018949,5.900000000000001,1.0,0.08100159724163071
2024-08-09,7,SURESTE,0.68999994,10.600001,18.0,14.034103,21.000002,9.099999,117.0,2024-08-09,7,2470.790043452204,1795.2691620339644,8.611198543288204,9.099999,1.0,-0.19340411017871803
2024-08-09,8,CENTRO,0.75,12.700001,20.0,17.43,50.0,4.6,32.999992,2024-08-09,8,3673.5712815137276,2388.0815632569975,7.294492173867411,4.6,1.0,0.5387056920786467
2024-08-09,8,NORTE,1.125476,9.499998,15.0,21.58875,29.999998,5.7,159.0,2024-08-09,8,4939.53893095252,3187.5795703512426,8.99385248166873,5.7,1.0,0.12534425592918488
2024-08-09,8,SURESTE,0.72999996,12.6,17.000002,14.686937,27.0,7.8999996,98.0,2024-08-09,8,3217.9630581206884,2279.7726631947344,8.640742438837124,7.899999600000001,1.0,0.15708294289835595
2024-08-09,9,CENTRO,0.85,22.400002,17.000002,19.48,49.0,7.2,50.999996,2024-08-09,9,2261.3069775779195,1658.3239534033146,7.317067184874262,7.2,1.0,-0.2042338497242109
2024-08-09,9,NORTE,1.1466125,8.799999,19.0,29.0,38.0,3.7000003,102.0,2024-08-09,9,7355.956218413805,4143.585035697314,9.00577557030492,3.7000003,1.0,0.7583075643426785
2024-08-09,9,SURESTE,0.78,14.700001,17.000002,16.695374,36.0,8.9,107.0,2024-08-09,9,2737.652367016105,1986.4938364544093,8.661072721016138,8.9,1.0,-0.06822321160904511
2024-08-09,10,CENTRO,0.8000001,16.900002,22.0,20.72,51.0,9.7,56.0,2024-08-09,10,1674.2582834051636,1307.2503150354953,7.34583401370644,9.7,1.0,-0.5130582579098455
2024-08-09,10,NORTE,1.1170402,10.199998,19.0,33.0,36.0,4.9,46.000004,2024-08-09,10,4172.846492939454,2497.227289325622,9.004637207730296,4.9,1.0,-0.0754853708983101
2024-08-09,10,SURESTE,0.78,13.200001,21.0,18.13673,40.0,10.2,84.0,2024-08-09,10,2676.1235322960756,2012.4103842325453,8.671186569877438,10.2,1.0,-0.09708541559249295
2024-08-09,11,CENTRO,0.80999994,24.6,24.0,24.98,50.0,12.0,44.999992,2024-08-09,11,1390.7609955852624,1125.577130558433,7.342327708059061,12.0,1.0,-0.6621956003522582
2024-08-09,11,NORTE,1.0481527,9.9,25.0,23.040737,35.0,6.1000004,68.0,2024-08-09,11,3703.459764403872,2399.047039291673,8.989008908517064,6.1000004,1.0,-0.1984378833476022
2024-08-09,11,SURESTE,0.7899999,13.700001,27.0,19.818562,53.0,13.4,74.0,2024-08-09,11,2122.5806026438654,1685.1559400941699,8.656340896701996,13.4,1.0,-0.3567436558616948
2024-08-09,12,CENTRO,0.78999996,13.400001,38.0,29.84,67.0,14.7,52.999996,2024-08-09,12,1116.844099158928,934.3842798370271,7.35865422957992,14.699999999999998,1.0,-0.8062930564416756
2024-08-09,12,NORTE,0.9794479,9.299999,35.0,20.792747,36.0,5.5,67.0,2024-08-09,12,4092.393851488486,2568.4277787613946,8.998051450983972,5.5,1.0,-0.0965593676651973
2024-08-09,12,SURESTE,0.83,12.1,35.0,20.632465,53.0,14.699999,99.0,2024-08-09,12,1722.8944800948236,1387.3667260621605,8.64595731541006,14.699998999999998,1.0,-0.5442300994268048
2024-08-09,13,CENTRO,0.77,10.1,40.0,28.24,68.0,14.799999,71.0,2024-08-09,13,1106.4269189333888,921.2694915062957,7.433723699758595,14.799999,1.0,-0.8117731461685569
2024-08-09,13,NORTE,0.9521538,7.0999985,47.0,18.86356,46.0,10.1,106.0,2024-08-09,13,2695.214331668907,2011.5857919351577,8.969080418958322,10.1,1.0,-0.4625405977704077
2024-08-09,13,SURESTE,0.85999995,9.200001,33.0,20.534702,66.0,16.3,119.0,2024-08-09,13,1355.0698617887733,1103.150750619049,8.591560058084543,16.3,1.0,-0.7167708148814268
2024-08-09,14,CENTRO,0.76,10.3,39.0,21.269999,63.0,13.5,79.0,2024-08-09,14,1216.7493251981698,997.9173905828461,7.487001000702315,13.5,1.0,-0.7537366456831134
2024-08-09,14,NORTE,0.9355133,6.0,47.0,17.987722,39.0,12.5,133.0,2024-08-09,14,2289.864917230629,1790.764435911963,8.96300640217523,12.5,1.0,-0.5687189916089493
2024-08-09,14,SURESTE,0.74999994,9.3,36.0,18.958708,47.0,15.599999,129.0,2024-08-09,14,1337.2813026231659,1076.8437173186835,8.648110493645753,15.599999,1.0,-0.7251151468608241
2024-08-09,15,CENTRO,0.72,9.5,42.0,20.689999,52.0,17.5,85.0,2024-08-09,15,933.1469003737244,794.8314862718335,7.47086586166295,17.5,1.0,-0.9029292967796959
2024-08-09,15,NORTE,0.9282854,6.299999,46.0,17.699326,29.999998,14.8,117.0,2024-08-09,15,1875.3417615258165,1508.1089392280237,8.96046703122086,14.800000000000002,1.0,-0.67730038167365
2024-08-09,15,SURESTE,0.68,9.800001,39.0,19.39,51.0,18.1,139.0,2024-08-09,15,1035.7175975745595,852.649598823051,8.674034612037579,18.1,1.0,-0.8665739150744831
2024-08-09,16,CENTRO,0.72,8.500001,49.0,18.449999,66.0,13.599999,117.0,2024-08-09,16,1277.9466595086346,1040.7211412818665,7.52240196538234,13.599999,1.0,-0.7215430121079639
2024-08-09,16,NORTE,0.9567115,7.3999996,42.0,32.0,48.0,15.3,125.0,2024-08-09,16,1837.0277540049526,1486.5628801586013,8.940529838512692,15.300000000000002,1.0,-0.6873364632249719
2024-08-09,16,SURESTE,0.6599999,11.600001,42.0,10.679999,87.0,13.2,139.0,2024-08-09,16,1409.7878819757027,1100.3326365086975,8.659414825825179,13.200000000000001,1.0,-0.6911034563593342
2024-08-09,17,CENTRO,0.73,10.400001,43.0,15.29,48.0,12.2,117.0,2024-08-09,17,1428.7228504062884,1142.0429392508777,7.530681771212095,12.199999999999998,1.0,-0.64222528534244
2024-08-09,17,NORTE,0.91045856,7.499998,42.0,15.168063,25.999998,14.1,142.0,2024-08-09,17,2015.8532489318245,1612.6123958362164,8.93948311394715,14.1,1.0,-0.6404943977071773
2024-08-09,17,SURESTE,0.68,10.1,38.0,15.57,32.0,11.9,131.0,2024-08-09,17,1713.199089371572,1312.1736605548676,8.652619188886002,11.9,1.0,-0.5487780539919612
2024-08-09,18,CENTRO,0.75,10.8,37.0,18.21,43.0,12.3,116.0,2024-08-09,18,1411.5862509732453,1130.839441037907,7.515996743465619,12.300000000000002,1.0,-0.651240210732371
2024-08-09,18,NORTE,0.9295598,8.1,39.0,14.789861,27.999998,14.5,136.0,2024-08-09,18,1957.8186420388408,1575.3874169722792,8.923649420292568,14.5,1.0,-0.6556961498929731
2024-08-09,18,SURESTE,0.73999995,10.700001,35.0,15.65,25.0,10.799999,126.0,2024-08-09,18,1956.8957782906753,1472.763629444102,8.634817097667293,10.799999,1.0,-0.4344637885312448
2024-08-09,19,CENTRO,0.75,10.700001,36.0,18.72,44.0,12.099999,93.0,2024-08-09,19,1348.476908011359,1088.766537394316,7.349234377344031,12.099999,1.0,-0.684439680699088
2024-08-09,19,NORTE,0.9794569,7.499998,36.0,18.0,28.999996,13.900001,129.0,2024-08-09,19,2025.1494366630268,1616.2845762434843,8.917993044954661,13.900001,1.0,-0.6380593275011713
2024-08-09,19,SURESTE,0.7199999,10.5,32.0,15.209999,28.000002,13.7,129.0,2024-08-09,19,1498.9135430329434,1182.137761644614,8.616521705530985,13.700000000000001,1.0,-0.649296017273277
2024-08-09,20,CENTRO,0.8000001,13.400001,29.0,17.269999,49.0,12.3,104.0,2024-08-09,20,1316.538850854594,1064.6155951312319,7.347344531661675,12.300000000000002,1.0,-0.7012411005777843
2024-08-09,20,NORTE,1.0412924,9.299999,27.0,8.999999,25.999998,12.3,112.0,2024-08-09,20,2219.6964810888085,1726.3929230249632,8.932853793425634,12.300000000000002,1.0,-0.5870991139979882
2024-08-09,20,SURESTE,0.81999993,13.000001,29.0,15.44,35.0,12.599999,99.0,2024-08-09,20,1985.5218384551806,1557.5523733727618,8.605777852000708,12.599999,1.0,-0.4210357561059623
2024-08-09,21,CENTRO,0.72,16.0,24.0,18.39,43.0,11.6,124.0,2024-08-09,21,1418.6779024712687,1137.9693304151695,7.275352678897361,11.6,1.0,-0.6475095575537246
2024-08-09,21,NORTE,1.090218,10.999999,23.0,11.0,27.999998,12.1,100.0,2024-08-09,21,2202.929140829366,1708.0330447797558,8.924678609327739,12.1,1.0,-0.5914911994291687
2024-08-09,21,SURESTE,0.83,14.8,21.0,14.379999,35.0,16.2,90.0,2024-08-09,21,1615.2391004736128,1323.7441012956122,8.567933338703593,16.2,1.0,-0.5947295366529648
2024-08-09,22,CENTRO,0.82000005,17.1,16.0,18.369999,49.0,10.4,63.999996,2024-08-09,22,1541.6466929476676,1219.2947860810664,7.294929625535511,10.4,1.0,-0.5828202663226266
2024-08-09,22,NORTE,1.1055521,10.399999,18.0,13.0,28.999996,13.200001,99.0,2024-08-09,22,2030.5838970343023,1596.7514681470652,8.95902298260909,13.200001,1.0,-0.6366358092893569
2024-08-09,22,SURESTE,0.77,13.6,18.0,14.23,38.0,16.599998,91.0,2024-08-09,22,1564.4688818269535,1287.1972915228826,8.57335031720463,16.599998,1.0,-0.6185450438624182
2024-08-09,23,CENTRO,0.76,13.000001,17.000002,17.74,42.0,9.1,80.0,2024-08-09,23,1748.3419393983745,1341.1012301208013,7.318193342474211,9.1,1.0,-0.4740856114404221
2024-08-09,23,NORTE,1.0931839,8.299999,18.0,19.0,37.0,13.1,93.0,2024-08-09,23,1974.261171491304,1547.5864758931634,8.989405510964701,13.1,1.0,-0.6513891463406805
2024-08-09,23,SURESTE,0.7,10.200001,18.0,14.529999,40.0,17.5,85.0,2024-08-09,23,1544.3389994313345,1280.611461163347,8.635512052499118,17.5,1.0,-0.627987653567426
2024-08-10,0,CENTRO,0.72,8.700001,20.0,20.0,48.0,7.8999996,102.0,2024-08-10,0,2019.0304340611524,1509.4498126920164,7.316106077856002,7.8999996,1.0,-0.3316864970284711
2024-08-10,0,NORTE,1.0600519,6.5999985,18.0,19.0,30.999998,13.200001,108.0,2024-08-10,0,2069.7653682315286,1628.8287639590528,8.977465117901282,13.200001,1.0,-0.6263725018026106
2024-08-10,0,SURESTE,0.7099999,10.700001,15.000001,16.156307,38.0,18.9,81.0,2024-08-10,0,1462.2462753543075,1227.4159680755622,8.625153991619168,18.9,1.0,-0.6664960530625452
2024-08-10,1,CENTRO,0.72,9.800001,17.000002,19.71,49.0,7.7,74.0,2024-08-10,1,2066.4403616393015,1532.499751494558,7.375737674518317,7.7,1.0,-0.30674590356189735
2024-08-10,1,NORTE,1.045231,6.499998,18.454967,20.307447,27.999998,13.8,126.0,2024-08-10,1,2056.7379034501623,1633.7170011022388,9.035906753895208,13.800000000000002,1.0,-0.6297849534727098
2024-08-10,1,SURESTE,0.6599999,8.1,18.0,15.759999,36.0,17.199999,91.0,2024-08-10,1,1529.1316414951825,1262.7592088667982,8.670835338929862,17.199999,1.0,-0.6351211848426355
2024-08-10,2,CENTRO,0.68000007,6.8,21.0,19.99,46.0,8.3,80.0,2024-08-10,2,1937.2530202314142,1459.7348607408267,7.414097673891949,8.3,1.0,-0.3747065423494282
2024-08-10,2,NORTE,1.0174046,6.299999,19.0,27.0,27.999998,10.6,135.0,2024-08-10,2,2725.5518675209473,2061.515647476395,9.082945733839852,10.6,1.0,-0.45459389619627905
2024-08-10,2,SURESTE,0.6599999,8.7,16.000002,17.039999,32.0,12.599999,99.0,2024-08-10,2,2013.8570593180773,1575.4404819215265,8.69464997734429,12.599999,1.0,-0.4077441518007251
2024-08-10,3,CENTRO,0.71000004,9.600001,14.000002,21.689999,44.0,9.3,58.999996,2024-08-10,3,1811.5308829753012,1385.924857069768,7.611417836827676,9.3,1.0,-0.44084426656098485
2024-08-10,3,NORTE,1.010917,5.799999,18.0,28.0,34.0,10.400001,129.0,2024-08-10,3,2770.709880334974,2083.3861592468556,9.162658584975466,10.400001,1.0,-0.4427650761739826
2024-08-10,3,SURESTE,0.6399999,7.800001,15.000001,17.5,35.0,11.2,115.0,2024-08-10,3,2079.3608222193916,1577.4406947215132,8.80370984508992,11.2,1.0,-0.37701737182603956
2024-08-10,4,CENTRO,0.69000006,8.300001,16.0,21.0,54.0,6.6,38.999992,2024-08-10,4,2756.0958026585126,1923.1242151693307,7.640756388520837,6.599999999999999,1.0,0.05605608465287337
2024-08-10,4,NORTE,1.0054563,6.0,16.0,24.451351,28.999996,9.7,154.0,2024-08-10,4,2972.3056123698143,2191.827815710066,9.200042094569985,9.7,1.0,-0.38995850912410296
2024-08-10,4,SURESTE,0.62999994,7.6000004,15.000001,18.41,31.0,9.0,85.0,2024-08-10,4,3068.909823074244,2241.2589700035,8.864708753070506,9.0,1.0,0.08716442593182461
2024-08-10,5,CENTRO,0.69000006,13.8,13.0,25.0,51.0,7.7,32.0,2024-08-10,5,2366.0146366437225,1718.617409592889,7.623947067639348,7.7,1.0,-0.14915105818667634
2024-08-10,5,NORTE,1.0270753,10.199998,10.0,32.0,33.0,4.7,217.0,2024-08-10,5,6016.380173627837,3607.988679710894,9.156536677954493,4.7,1.0,0.4074151545014941
2024-08-10,5,SURESTE,0.6399999,8.3,12.000001,17.74,30.0,7.1999993,97.0,2024-08-10,5,3602.392800028747,2487.514295673766,8.80729981366873,7.1999993,1.0,0.33741285941216065
2024-08-10,6,CENTRO,0.72,33.7,4.000002,26.0,60.0,4.5,33.999992,2024-08-10,6,3944.7386939261114,2488.626688781786,7.490804890453669,4.5,1.0,0.6813567472445075
2024-08-10,6,NORTE,1.1138741,14.399999,6.0,35.0,36.0,3.4,271.0,2024-08-10,6,7504.300137145723,3939.587161871817,9.07469044225038,3.4,1.0,0.7971651979437963
2024-08-10,6,SURESTE,0.62999994,9.200001,12.000001,17.67,35.0,3.3999996,115.0,2024-08-10,6,6819.412568907766,3693.693887011852,8.694004487736105,3.3999996,1.0,1.8464659921532725
2024-08-10,7,CENTRO,0.77,27.5,4.000002,28.0,66.0,3.6,32.0,2024-08-10,7,4814.9055009302665,2868.3298012904793,7.3294492875588775,3.6,1.0,1.1391190280626646
2024-08-10,7,NORTE,1.1014045,14.299999,4.000002,24.172146,34.0,4.4,300.0,2024-08-10,7,5353.958579076711,3048.3560557365795,9.024254962309369,4.4,1.0,0.233898532919908
2024-08-10,7,SURESTE,0.7099999,15.1,7.000002,18.63,37.0,1.8999996,151.0,2024-08-10,7,8564.280511229705,3639.6277807609463,8.624912011557761,1.8999995999999997,1.0,2.6649559685135884
2024-08-10,8,CENTRO,0.88000005,26.900002,7.000002,28.0,57.0,4.8999996,357.0,2024-08-10,8,4068.024240089203,2664.3455403565526,7.2013524808321305,4.8999996,1.0,0.7462126718204256
2024-08-10,8,NORTE,1.1420734,13.699999,8.0,21.938759,36.0,3.1,280.0,2024-08-10,8,8077.435410576856,4062.786897212647,9.006798201777045,3.1,1.0,0.9472939032472483
2024-08-10,8,SURESTE,0.76,21.9,9.000002,18.859999,43.0,1.8999996,251.0,2024-08-10,8,8461.53056711152,3520.929286339462,8.577060248813487,1.8999995999999997,1.0,2.6167575935578293
2024-08-10,9,CENTRO,1.02,26.900002,12.000002,30.377613,59.0,7.0,11.0,2024-08-10,9,2642.7582509252534,1907.5716549872736,7.228653104404188,7.0,1.0,-0.0035665713323426887
2024-08-10,9,NORTE,1.0765123,14.899999,11.0,23.650446,32.0,5.6000004,297.0,2024-08-10,9,4252.020327091038,2620.635894479005,8.966346904963432,5.6000004,1.0,-0.05474634860095755
2024-08-10,9,SURESTE,0.7899999,25.1,15.000001,19.81,40.0,5.7,63.0,2024-08-10,9,5073.334694277883,3311.330033202286,8.608781914061524,5.7,1.0,1.0274084556687155
2024-08-10,10,CENTRO,0.88000005,24.5,21.0,29.0,66.0,7.2999997,353.0,2024-08-10,10,2776.4497564705275,2020.1690127366323,7.263637414642511,7.2999997,1.0,0.06676354010355096
2024-08-10,10,NORTE,1.0761794,11.999999,21.0,28.0,37.0,1.9000001,306.0,2024-08-10,10,12105.931135204552,4906.599590048089,8.959415079265503,1.9000001,1.0,2.002529683516352
2024-08-10,10,SURESTE,0.78,21.7,22.0,23.27,48.0,8.299999,76.0,2024-08-10,10,3363.8273912856926,2423.6584288393624,8.575372834277388,8.299999,1.0,0.22550559638877676
2024-08-10,11,CENTRO,0.86,23.900002,33.0,25.0,65.0,7.3999996,27.999992,2024-08-10,11,2346.186236835935,1725.1275932223348,7.3188786620717865,7.3999996,1.0,-0.15958203929044518
2024-08-10,11,NORTE,1.0723103,8.9,33.0,19.999771,26.999998,2.0000005,107.0,2024-08-10,11,13554.654089190968,6042.445022285108,8.913753125447291,2.0000005,1.0,2.382012349315855
2024-08-10,11,SURESTE,0.78,17.5,35.0,20.89,63.0,13.2,72.0,2024-08-10,11,2124.39488260139,1685.2053150124818,8.54604533027424,13.200000000000001,1.0,-0.3558926058059702
2024-08-10,12,CENTRO,0.7800001,13.8,47.0,22.0,62.0,12.4,61.0,2024-08-10,12,1299.8425333532384,1059.3998677443863,7.332082288038626,12.4,1.0,-0.7100244100756473
2024-08-10,12,NORTE,1.0145926,6.8999977,38.0,16.567963,25.999998,7.8,105.0,2024-08-10,12,3454.851885813538,2433.0801682781607,8.903668105692725,7.8,1.0,-0.26355894755564796
2024-08-10,12,SURESTE,0.84,13.3,42.0,22.34,81.0,17.599998,95.0,2024-08-10,12,1450.6092631365123,1204.2233579494175,8.570602651885848,17.599998,1.0,-0.6719547915859736
2024-08-10,13,CENTRO,0.75,11.3,39.0,17.0,56.0,13.799999,86.0,2024-08-10,13,1176.2067174466124,969.9468616412959,7.348259580125849,13.799999,1.0,-0.7750645984908792
2024-08-10,13,NORTE,0.9365069,6.499998,49.0,14.921192,27.999998,8.1,107.0,2024-08-10,13,3323.597969851048,2366.389488871232,8.867645853161216,8.1,1.0,-0.29793997657780324
2024-08-10,13,SURESTE,0.74999994,10.800001,32.0,27.989998,67.0,18.9,113.0,2024-08-10,13,1214.4708606389056,1013.871523115722,8.545416952408416,18.9,1.0,-0.7827235843353152
2024-08-10,14,CENTRO,0.68000007,7.2,32.0,14.0,47.0,15.2,128.0,2024-08-10,14,1121.9358030982733,932.4862126924945,7.314051451029842,15.199999999999998,1.0,-0.8036145010316502
2024-08-10,14,NORTE,0.8877849,6.3999996,42.0,13.263658,26.999998,12.3,117.0,2024-08-10,14,2229.462917384894,1736.5456483019207,8.843878209495132,12.300000000000002,1.0,-0.5845408655276363
2024-08-10,14,SURESTE,0.74999994,9.5,31.0,20.65,44.0,17.9,118.0,2024-08-10,14,1232.5664025731328,1020.2127700743218,8.520959225102317,17.9,1.0,-0.7742352515906242
2024-08-10,15,CENTRO,0.70000005,8.300001,33.0,14.0,43.0,15.9,88.0,2024-08-10,15,1013.2540586505028,854.6708984599873,7.275703127260292,15.9,1.0,-0.8607879105679093
2024-08-10,15,NORTE,0.86934257,5.8999977,38.0,11.642926,15.999996,13.6,135.0,2024-08-10,15,2060.7342090027773,1641.5388744270142,8.84195837268249,13.6,1.0,-0.6287381496788701
2024-08-10,15,SURESTE,0.72999996,10.3,28.0,20.179998,40.0,16.2,131.0,2024-08-10,15,1233.103463224598,1001.725119081299,8.493692289397417,16.2,1.0,-0.7739833249265715
2024-08-10,16,CENTRO,0.68000007,8.700001,30.0,12.0,44.0,18.599998,74.0,2024-08-10,16,853.9112437863113,737.0243867393049,7.219624212549379,18.599998,1.0,-0.9446122184788743
2024-08-10,16,NORTE,0.8526906,5.799999,38.0,11.185011,25.0,16.6,142.0,2024-08-10,16,1687.3058286273426,1389.0773734429665,8.815738837031125,16.6,1.0,-0.7265550558582895
2024-08-10,16,SURESTE,0.68,9.900001,27.0,19.22,34.0,16.4,139.0,2024-08-10,16,1124.4505418047381,912.5288611794565,8.496817315701607,16.4,1.0,-0.8249506932456188
2024-08-10,17,CENTRO,0.6500001,8.000001,30.0,11.0,41.0,17.2,83.0,2024-08-10,17,917.8206830143954,785.2364493899897,7.223448494335795,17.2,1.0,-0.9109918477276864
