CO,O3,NO,NO2,PM2.5,NOX,PM10,SO2,WSR,WDR,Zona,Hora
4.35,15.0,16.2,15.995,29.55,15.257142857142858,86.0,10.4,2.3,8.0,CENTRO,9
4.35,22.0,16.3,16.0,34.22,15.242857142857142,108.0,8.7,1.6,70.0,CENTRO,10
4.14,31.0,16.3,16.0,34.09,15.228571428571428,110.0,8.8,1.7,64.0,CENTRO,11
4.21,39.0,16.25,15.95,52.6,15.214285714285714,106.0,9.6,2.7,357.0,CENTRO,12
4.3,47.0,16.2,15.9,62.4,15.2,105.0,15.6,3.0,85.0,CENTRO,13
4.29,52.0,16.2,15.9,58.3,15.2,105.0,14.0,5.4,87.0,CENTRO,14
4.05,5.888888888888888,16.166666666666668,15.866666666666667,36.68,15.174999999999999,128.0,6.4,5.6,96.0,CENTRO,15
3.98,5.916666666666666,16.133333333333333,15.833333333333334,27.69,15.149999999999999,136.0,5.7,6.7,84.0,CENTRO,16
3.99,5.944444444444445,16.1,15.8,21.25,15.125,136.0,5.6,8.0,81.0,CENTRO,17
4.21,5.972222222222222,16.1,15.8,18.55,15.1,100.0,5.3,4.8,79.0,CENTRO,18
4.46,6.0,16.106250000000003,15.833333333333334,15.81,15.1,73.0,4.9,1.9,124.0,CENTRO,19
4.58,4.0,16.1125,15.866666666666667,16.75,15.2,56.0,5.0,2.7,308.0,CENTRO,20
5.07,4.0,16.118750000000002,15.9,25.74,15.2,60.0,5.6,2.1,286.0,CENTRO,21
4.63,4.0,16.125,15.9,24.42,15.194117647058823,72.0,6.0,1.3,253.0,CENTRO,22
4.78,4.055555555555555,1.6,15.9,37.57,15.188235294117646,59.0,9.3,2.8,235.0,CENTRO,23
4.48,4.111111111111111,1.6,15.9,37.84,15.18235294117647,108.0,12.7,3.5,251.0,CENTRO,0
4.21,4.166666666666667,1.6,15.9,32.77,15.176470588235293,97.0,12.2,2.8,254.0,CENTRO,1
4.11,4.222222222222222,1.69375,2.7,26.4,4.5,79.0,6.8,1.4,262.0,CENTRO,2
4.09,18.0,1.8,3.1,28.2,4.9,57.0,6.0,1.7,290.0,CENTRO,3
4.03,17.0,1.7266666666666668,3.0,29.49,4.9,66.0,6.0,1.5,316.0,CENTRO,4
4.0,17.0,1.8,3.25,26.92,5.1,69.0,5.7,1.2,289.0,CENTRO,5
4.0,14.0,16.175,15.9,27.88,6.8,70.0,5.8,1.3,353.0,CENTRO,6
4.15,11.0,16.18125,15.9,37.37,9.2,71.0,6.7,0.9,332.0,CENTRO,7
4.31,11.0,16.1875,15.9,32.02,11.5,101.0,6.1,1.3,269.0,CENTRO,8
4.73,15.0,16.193749999999998,15.9,32.64,12.5,90.0,6.8,1.3,299.0,CENTRO,9
5.03,22.0,16.2,15.9,55.79,15.123529411764705,110.0,8.3,1.8,60.0,CENTRO,10
4.6,31.0,16.2,15.875,61.13,15.117647058823529,164.0,8.8,1.5,70.0,CENTRO,11
4.63,4.777777777777778,16.150000000000002,15.85,57.99,15.111764705882353,139.0,8.1,2.4,73.0,CENTRO,12
4.99,4.833333333333333,16.1,15.825000000000001,75.57,15.105882352941176,162.0,12.4,4.9,114.0,CENTRO,13
4.53,4.888888888888888,16.1,15.8,56.64,15.1,133.0,11.9,8.0,103.0,CENTRO,14
4.32,4.944444444444445,16.080000000000002,15.8,42.42,15.1,139.0,7.9,7.4,71.0,CENTRO,15
4.24,5.0,16.060000000000002,15.805555555555555,39.14,15.10909090909091,106.0,7.4,5.4,64.0,CENTRO,16
4.1,4.0,16.04,15.811111111111112,22.51,15.118181818181817,103.0,5.7,5.6,98.0,CENTRO,17
4.1,4.0,16.02,15.816666666666666,19.99,15.127272727272727,67.0,5.0,4.5,111.0,CENTRO,18
4.41,4.0,16.0,15.822222222222223,23.46,15.136363636363637,62.0,5.3,3.6,81.0,CENTRO,19
4.77,3.9047619047619047,16.0,3.6,33.51,5.1,69.0,7.2,2.9,337.0,CENTRO,20
4.65,3.8095238095238093,16.05,3.3,36.39,4.8,98.0,5.1,1.7,264.0,CENTRO,21
4.86,3.7142857142857144,16.1,3.1,35.63,15.163636363636362,91.0,5.1,2.8,245.0,CENTRO,22
4.99,3.619047619047619,16.1,2.8,49.66,15.172727272727272,86.0,6.6,1.9,263.0,CENTRO,23
4.89,25.0,16.080000000000002,2.7,49.13,15.181818181818182,115.0,6.2,1.7,268.0,CENTRO,0
4.77,23.0,16.060000000000002,2.8,45.5,15.19090909090909,104.0,5.4,1.3,337.0,CENTRO,1
5.29,23.0,16.04,2.7,60.75,15.2,94.0,4.9,1.7,296.0,CENTRO,2
4.62,18.0,16.02,3.1,52.87,15.2,113.0,4.5,1.7,300.0,CENTRO,3
4.55,17.0,16.0,3.0,52.95,14.515384615384615,91.0,4.2,1.4,293.0,CENTRO,4
4.51,17.0,16.0,15.877777777777778,43.87,13.83076923076923,94.0,4.0,1.3,291.0,CENTRO,5
4.39,14.0,16.033333333333335,15.883333333333333,49.81,13.146153846153846,92.0,4.4,2.0,302.0,CENTRO,6
4.47,11.0,16.066666666666666,15.88888888888889,69.2,12.461538461538462,123.0,5.1,2.6,233.0,CENTRO,7
4.47,11.0,16.1,15.894444444444444,43.04,11.5,165.0,6.1,4.3,228.0,CENTRO,8
4.57,15.0,16.2,15.9,33.35,12.5,98.0,8.0,4.6,235.0,CENTRO,9
4.164285714285715,22.0,14.842857142857142,14.557142857142857,31.96888888888889,11.9,90.85714285714286,7.3,4.285714285714286,217.42857142857142,CENTRO,10
3.758571428571429,31.0,13.485714285714286,13.214285714285715,30.58777777777778,10.1,83.71428571428571,6.6,3.971428571428571,199.85714285714286,CENTRO,11
3.352857142857143,2.380952380952381,12.128571428571428,11.871428571428572,29.206666666666667,9.038461538461538,76.57142857142857,5.9,3.657142857142857,182.28571428571428,CENTRO,12
2.947142857142857,2.2857142857142856,10.77142857142857,10.528571428571428,27.825555555555557,8.353846153846154,69.42857142857143,5.2,3.3428571428571425,164.71428571428572,CENTRO,13
2.5414285714285714,2.1904761904761907,9.414285714285713,9.185714285714287,26.444444444444446,7.6692307692307695,62.285714285714285,4.5,3.0285714285714285,147.14285714285714,CENTRO,14
2.1357142857142857,2.0952380952380953,8.057142857142857,7.842857142857143,25.063333333333336,6.984615384615385,55.14285714285714,3.8,2.714285714285714,129.57142857142856,CENTRO,15
1.73,2.0,6.7,6.5,23.682222222222222,6.3,48.0,3.1,2.4,112.0,CENTRO,16
4.08,4.0,16.0,15.7,22.301111111111112,15.0,94.0,6.5,7.6,148.0,CENTRO,17
4.03,4.0,16.0,15.7,20.92,15.0,78.0,5.4,8.0,140.0,CENTRO,18
4.02,4.0,16.016666666666666,15.75,18.05,15.1,66.0,4.9,6.3,119.0,CENTRO,19
3.92,4.04,16.033333333333335,15.8,12.53,15.1,52.0,4.3,7.7,130.0,CENTRO,20
3.86,4.08,16.05,15.807142857142857,10.77,15.12,45.0,4.0,7.4,135.0,CENTRO,21
3.95,4.12,16.066666666666666,15.814285714285715,12.41,15.139999999999999,34.0,3.9,4.8,158.0,CENTRO,22
4.17,4.16,16.083333333333336,15.821428571428571,16.78,15.16,38.0,3.7,2.4,201.0,CENTRO,23
4.31,25.0,16.1,15.82857142857143,18.25,15.18,50.0,3.6,2.1,224.0,CENTRO,0
4.7,23.0,16.1,2.8,34.33,15.2,45.0,4.1,2.7,228.0,CENTRO,1
4.64,23.0,16.11111111111111,2.7,42.95,15.2,90.0,4.5,2.8,237.0,CENTRO,2
4.52,18.0,16.122222222222224,3.1,46.99,15.191666666666666,101.0,5.2,3.4,231.0,CENTRO,3
4.48,17.0,16.133333333333333,3.0,52.16,15.183333333333332,109.0,5.3,2.7,238.0,CENTRO,4
4.41,17.0,16.144444444444446,3.25,46.28,15.174999999999999,116.0,4.9,1.4,277.0,CENTRO,5
4.34,14.0,16.155555555555555,15.871428571428572,45.52,15.166666666666666,97.0,4.5,1.2,262.0,CENTRO,6
4.34,11.0,16.166666666666668,15.878571428571428,44.54,9.2,100.0,4.1,0.9,302.0,CENTRO,7
4.43,11.0,16.177777777777777,15.885714285714286,42.5,11.5,116.0,4.1,1.0,180.0,CENTRO,8
4.69,15.0,16.18888888888889,15.892857142857142,41.17,12.5,113.0,4.3,1.0,293.0,CENTRO,9
4.79,22.0,16.2,15.9,44.99,15.133333333333333,103.0,6.3,3.2,71.0,CENTRO,10
4.31,31.0,16.2,15.866666666666667,29.87,15.125,132.0,8.5,6.6,58.0,CENTRO,11
4.05,39.0,16.150000000000002,15.833333333333334,19.38,15.116666666666665,76.0,9.0,8.5,61.0,CENTRO,12
4.01,47.0,16.1,15.8,20.56,15.108333333333333,67.0,21.6,11.5,65.0,CENTRO,13
4.0,52.0,16.1,15.8,22.83,15.1,74.0,20.6,11.2,64.0,CENTRO,14
3.93,52.0,16.0,15.75,22.33,15.1,78.0,14.6,9.8,107.0,CENTRO,15
3.93,4.84,16.0,15.7,27.07,15.0,53.0,11.5,10.7,107.0,CENTRO,16
3.93,4.88,16.025,15.7,25.04,15.0,61.0,9.9,10.7,115.0,CENTRO,17
3.95,4.92,16.05,15.75,24.6,15.05,52.0,8.7,7.0,119.0,CENTRO,18
4.04,4.96,16.075,15.8,25.61,15.1,45.0,6.8,5.3,133.0,CENTRO,19
4.13,5.0,16.1,15.8,34.23,15.1,48.0,4.9,7.3,81.0,CENTRO,20
4.15,4.0,16.1,15.807142857142857,40.33,15.10909090909091,61.0,4.2,6.3,86.0,CENTRO,21
4.03,4.0,16.066666666666666,15.814285714285715,33.88,15.118181818181817,60.0,4.5,7.6,89.0,CENTRO,22
4.04,4.0,16.033333333333335,15.821428571428571,29.59,15.127272727272727,47.0,4.2,6.7,59.0,CENTRO,23
3.99,5.0,16.0,15.82857142857143,24.96,15.136363636363637,45.0,3.6,5.8,85.0,CENTRO,0
3.98,4.0,16.0,2.8,25.25,4.4,43.0,3.3,3.9,58.0,CENTRO,1
3.98,4.0,16.016666666666666,2.7,24.69,4.5,44.0,3.3,3.0,104.0,CENTRO,2
3.98,4.0,16.033333333333335,3.1,25.21,15.163636363636362,43.0,3.2,1.7,336.0,CENTRO,3
4.07,4.011627906976744,16.05,3.0,29.62,15.172727272727272,35.0,3.1,2.6,237.0,CENTRO,4
4.07,4.023255813953488,16.066666666666666,3.25,31.06,15.181818181818182,40.0,3.1,1.6,218.0,CENTRO,5
4.04,4.034883720930233,16.083333333333336,15.871428571428572,29.78,15.19090909090909,44.0,3.1333333333333333,1.9,243.0,CENTRO,6
4.06,4.046511627906977,16.1,15.878571428571428,35.61,15.2,38.0,3.166666666666667,3.5,265.0,CENTRO,7
4.33,11.0,16.1,15.885714285714286,54.69,15.2,55.0,3.2,4.5,237.0,CENTRO,8
4.32,15.0,16.15,15.892857142857142,73.77,15.166666666666666,106.0,3.1,3.1,213.0,CENTRO,9
4.14,22.0,16.2,15.9,48.03,15.133333333333333,99.0,3.3,2.9,91.0,CENTRO,10
4.19,31.0,16.2,15.9,51.5,15.1,71.0,3.6,3.1,49.0,CENTRO,11
4.21,39.0,16.133333333333333,15.833333333333334,46.89,15.066666666666666,81.0,4.0,3.5,126.0,CENTRO,12
3.93,47.0,16.066666666666666,15.766666666666666,21.2,15.033333333333333,78.0,3.9,5.9,341.0,CENTRO,13
3.76,52.0,16.0,15.7,8.82,15.0,54.0,3.2,10.0,314.0,CENTRO,14
3.71,52.0,15.9,15.5,7.36,14.8,62.0,3.2,12.5,335.0,CENTRO,15
3.69,51.5,15.7,15.4,7.61,14.7,47.0,3.1,9.9,335.0,CENTRO,16
3.8,48.0,15.7,15.4,19.32,14.6,34.0,3.6,10.2,12.0,CENTRO,17
3.79,43.0,15.75,15.5,28.0,14.7,156.0,3.5,11.1,21.0,CENTRO,18
3.85,37.0,15.8,15.6,17.3,14.9,237.0,3.4,10.0,62.0,CENTRO,19
3.93,33.0,16.0,15.7,14.98,15.0,133.0,5.6,8.1,77.0,CENTRO,20
3.91,31.0,16.0,15.8,13.16,15.1,107.0,7.2,7.5,92.0,CENTRO,21
3.81,30.0,15.9,15.8,11.67,15.2,86.0,4.4,11.2,60.0,CENTRO,22
3.75,26.0,15.9,15.850000000000001,19.19,15.2,100.0,4.0,9.2,48.0,CENTRO,23
3.79,25.0,16.0,15.9,30.26,15.208333333333332,168.0,4.0,8.4,62.0,CENTRO,0
3.79,23.0,15.8,15.8,37.01,15.216666666666667,216.0,4.2,8.7,76.0,CENTRO,1
3.78,23.0,15.8,15.8,34.67,15.225,250.0,7.3,8.4,83.0,CENTRO,2
3.8,18.0,15.75,15.811111111111112,30.78,15.233333333333333,267.0,6.8,7.5,87.0,CENTRO,3
3.82,17.0,15.7,15.822222222222223,26.5,4.9,251.0,5.2,6.7,66.0,CENTRO,4
3.85,17.0,15.7,15.833333333333334,21.81,5.1,217.0,4.1,6.9,73.0,CENTRO,5
3.9,14.0,15.666666666666666,15.844444444444445,19.64,6.8,174.0,5.5,5.0,60.0,CENTRO,6
3.92,11.0,15.633333333333333,15.855555555555556,16.76,15.266666666666667,140.0,4.5,6.4,45.0,CENTRO,7
4.03,11.0,15.6,15.866666666666667,16.25,15.275,124.0,6.3,5.9,93.0,CENTRO,8
4.17,15.0,15.6,15.877777777777778,18.11,15.283333333333333,104.0,8.5,5.5,143.0,CENTRO,9
4.31,22.0,15.75,15.88888888888889,27.08,15.291666666666668,120.0,7.0,4.0,108.0,CENTRO,10
4.34,31.0,15.9,15.9,25.02,15.3,235.0,9.5,4.5,65.0,CENTRO,11
4.33,39.0,16.0,15.9,32.52,15.3,154.0,14.1,6.3,81.0,CENTRO,12
4.19,47.0,15.9,15.88,28.4,15.25,206.0,6.3,6.7,72.0,CENTRO,13
4.11,52.0,15.9,15.860000000000001,22.19,15.2,193.0,6.6,7.2,66.0,CENTRO,14
4.08,52.0,15.866666666666667,15.84,21.38,15.2,139.0,4.1,9.2,65.0,CENTRO,15
4.04,51.5,15.833333333333334,15.82,20.78,15.19,150.0,4.0,10.1,77.0,CENTRO,16
4.0,48.0,15.8,15.8,21.1,15.18,141.0,7.2,9.9,104.0,CENTRO,17
4.06,43.0,15.7,15.787500000000001,21.62,15.17,138.0,6.4,7.8,108.0,CENTRO,18
4.13,37.0,15.7,15.775,19.84,15.16,130.0,6.7,8.7,81.0,CENTRO,19
4.0,33.0,15.649999999999999,15.762500000000001,19.21,5.1,134.0,5.5,9.5,111.0,CENTRO,20
3.9,31.0,15.6,15.75,15.73,15.139999999999999,119.0,4.7,8.8,121.0,CENTRO,21
3.9,30.0,15.7,15.7375,14.8,15.129999999999999,88.0,4.2,8.3,128.0,CENTRO,22
3.87,26.0,15.6,15.725,13.77,15.12,84.0,3.9,7.9,143.0,CENTRO,23
3.86,25.0,15.6,15.7125,12.54,15.11,75.0,3.7,5.7,129.0,CENTRO,0
3.87,23.0,15.566666666666666,15.7,12.06,15.1,65.0,3.5,3.8,125.0,CENTRO,1
3.86,23.0,15.533333333333333,15.7,10.88,15.1,62.0,3.2,1.3,146.0,CENTRO,2
3.91,18.0,15.5,15.712499999999999,14.08,15.112499999999999,58.0,3.4,1.8,358.0,CENTRO,3
3.99,17.0,15.5,15.725,14.18,15.125,64.0,4.2,1.3,51.0,CENTRO,4
4.02,17.0,15.52,15.737499999999999,17.36,15.1375,57.0,3.6,1.4,320.0,CENTRO,5
4.05,14.0,15.54,15.75,20.95,15.15,67.0,3.6,1.5,264.0,CENTRO,6
4.2,11.0,15.56,15.7625,33.74,15.1625,80.0,5.4,2.2,261.0,CENTRO,7
4.6,11.0,15.58,15.775,40.0,15.174999999999999,128.0,5.7,1.6,284.0,CENTRO,8
4.74,15.0,15.6,15.7875,44.65,15.1875,162.0,7.0,2.0,26.0,CENTRO,9
4.74,22.0,15.9,15.8,56.81,15.2,207.0,8.4,3.0,253.0,CENTRO,10
4.78,31.0,16.0,15.8,56.76,15.2,275.0,10.0,3.6,52.0,CENTRO,11
4.64,39.0,16.0,15.9,46.69,15.166666666666666,208.0,8.5,2.7,37.0,CENTRO,12
5.1,47.0,15.95,15.85,54.55,15.133333333333333,162.0,13.9,4.1,52.0,CENTRO,13
5.36,52.0,15.9,15.8,86.55,15.1,177.0,33.5,6.2,68.0,CENTRO,14
4.37,52.0,15.9,15.766666666666667,32.65,15.1,275.0,16.0,7.4,74.0,CENTRO,15
4.31,51.5,15.85,15.733333333333333,27.76,15.114285714285714,159.0,16.5,7.5,78.0,CENTRO,16
4.18,48.0,15.8,15.7,22.84,15.128571428571428,137.0,18.1,6.6,70.0,CENTRO,17
4.4,43.0,15.7,15.733333333333333,24.64,15.142857142857142,128.0,9.5,8.6,35.0,CENTRO,18
4.4,37.0,15.8,15.766666666666667,16.93,15.157142857142857,162.0,5.4,6.6,53.0,CENTRO,19
4.23,33.0,15.8,15.8,14.6,15.17142857142857,107.0,5.3,6.2,116.0,CENTRO,20
4.06,31.0,15.7,15.8,11.0,15.185714285714285,73.0,4.5,3.3,86.0,CENTRO,21
4.04,30.0,15.7,15.787500000000001,10.67,15.2,50.0,4.1,2.7,82.0,CENTRO,22
4.05,26.0,15.6,15.775,9.81,15.1,47.0,4.0,1.1,235.0,CENTRO,23
4.09,25.0,15.6,15.762500000000001,9.76,15.1,46.0,3.9,0.9,231.0,CENTRO,0
4.28,23.0,15.575,15.75,14.25,15.2,40.0,4.3,2.2,190.0,CENTRO,1
4.12,23.0,15.549999999999999,15.7375,11.89,15.2,50.0,4.9,2.0,206.0,CENTRO,2
4.0,18.0,15.525,15.725,11.65,15.166666666666666,45.0,5.3,3.0,4.0,CENTRO,3
3.92,17.0,15.5,15.7125,10.13,15.133333333333333,46.0,5.6,4.8,107.0,CENTRO,4
4.0,17.0,15.5,15.7,9.04,15.1,43.0,7.2,4.0,139.0,CENTRO,5
4.13,14.0,15.6,15.8,9.09,15.2,41.0,5.3,1.9,132.0,CENTRO,6
4.2,11.0,15.6,15.8,11.03,15.2,40.0,6.3,5.2,108.0,CENTRO,7
4.07,11.0,15.7,15.825000000000001,15.54,15.225,57.0,9.6,4.3,118.0,CENTRO,8
4.3,15.0,15.7,15.850000000000001,19.54,15.25,76.0,5.9,4.3,114.0,CENTRO,9
4.47,22.0,15.8,15.875,23.04,15.275,106.0,5.8,5.6,115.0,CENTRO,10
4.3,31.0,16.0,15.9,20.95,15.3,120.0,7.3,5.2,76.0,CENTRO,11
4.09,39.0,16.0,15.9,14.38,15.3,103.0,4.5,5.1,52.0,CENTRO,12
4.05,4.953488372093023,15.95,15.866666666666667,16.29,15.2,82.0,6.9,4.8,24.0,CENTRO,13
4.07,4.965116279069767,15.9,15.833333333333334,16.41,15.2,94.0,10.4,5.0,118.0,CENTRO,14
4.06,4.976744186046512,16.0,15.8,15.92,15.205,86.0,6.0,5.6,77.0,CENTRO,15
4.08,4.988372093023256,15.9,15.8,19.96,15.209999999999999,85.0,4.4,7.3,67.0,CENTRO,16
4.04,5.0,15.9,15.805882352941177,19.63,15.215,121.0,4.0,9.1,90.0,CENTRO,17
4.04,5.0,15.8,15.811764705882354,12.52,15.219999999999999,152.0,4.0,7.5,120.0,CENTRO,18
4.14,5.0,15.8,15.81764705882353,13.21,5.0,63.0,4.1,6.3,121.0,CENTRO,19
4.05,4.0,15.75,15.823529411764707,15.62,5.1,70.0,3.9,6.6,119.0,CENTRO,20
3.95,5.0,15.7,3.3,20.14,4.8,77.0,3.8,7.0,131.0,CENTRO,21
3.89,4.0,15.6,3.1,21.41,4.7,90.0,3.7,7.8,144.0,CENTRO,22
3.87,4.0,15.7,2.8,18.66,4.65,98.0,3.8,6.5,140.0,CENTRO,23
4.18,4.0,15.9,2.7,19.13,4.4,85.0,3.7,1.0,245.0,CENTRO,0
4.21,5.2,15.8,2.8,23.48,4.4,79.0,3.8,0.9,237.0,CENTRO,1
4.2,6.4,15.8,2.7,31.23,4.5,86.0,4.0,1.1,251.0,CENTRO,2
4.12,7.6000000000000005,15.833333333333334,3.1,48.38,4.9,98.0,3.9,1.2,284.0,CENTRO,3
4.16,8.8,15.866666666666667,3.0,55.11,4.9,116.0,4.0,1.6,264.0,CENTRO,4
4.27,17.0,15.9,15.876470588235295,60.03,5.1,134.0,5.0,3.3,238.0,CENTRO,5
4.16,14.0,16.0,15.882352941176471,54.96,15.280000000000001,153.0,5.7,2.6,278.0,CENTRO,6
4.26,11.0,16.0,15.888235294117647,54.96,15.285,145.0,4.7,0.9,306.0,CENTRO,7
4.49,11.0,15.9,15.894117647058824,40.58,15.290000000000001,137.0,5.0,0.9,250.0,CENTRO,8
4.79,15.0,16.1,15.9,62.93,15.295,122.0,7.9,1.1,270.0,CENTRO,9
5.08,22.0,16.1,15.9,65.62,15.3,199.0,9.7,3.8,30.0,CENTRO,10
4.93,17.2,16.066666666666666,15.883333333333333,65.12,15.3,218.0,25.0,5.1,69.0,CENTRO,11
4.53,18.400000000000002,16.033333333333335,15.866666666666667,57.34,15.266666666666667,193.0,16.8,7.6,81.0,CENTRO,12
4.21,19.6,16.0,15.85,32.54,15.233333333333333,156.0,7.8,7.5,51.0,CENTRO,13
4.1,20.8,16.0,15.833333333333334,25.7,15.2,122.0,5.5,9.2,58.0,CENTRO,14
4.05,22.0,15.9,15.816666666666666,24.8,15.2,106.0,4.9,9.6,106.0,CENTRO,15
4.04,53.0,15.8,15.8,14.51,15.149999999999999,111.0,4.5,10.0,92.0,CENTRO,16
4.09,42.0,15.7,15.7,12.82,15.1,84.0,4.6,12.2,81.0,CENTRO,17
4.13,36.0,15.6,15.7,12.39,15.0,90.0,4.4,10.9,91.0,CENTRO,18
4.16,32.0,15.6,15.68,12.7,15.0,75.0,4.1,9.1,93.0,CENTRO,19
4.11,35.0,15.5,15.66,11.88,15.006666666666666,63.0,4.0,7.0,119.0,CENTRO,20
3.98,42.0,15.6,15.639999999999999,12.04,15.013333333333334,51.0,3.9,12.0,139.0,CENTRO,21
3.98,42.0,15.5,15.62,11.0,15.02,80.0,3.8,10.2,134.0,CENTRO,22
4.03,38.0,15.4,15.6,11.31,15.026666666666667,53.0,3.8,7.5,93.0,CENTRO,23
4.04,34.0,15.5,15.6,11.67,4.4,42.0,3.6,5.8,79.0,CENTRO,0
4.02,32.0,15.5,15.61111111111111,11.56,4.4,34.0,3.6,4.2,48.0,CENTRO,1
4.06,24.0,15.475,15.622222222222222,14.99,4.5,38.0,3.4,2.6,342.0,CENTRO,2
4.12,15.0,15.45,15.633333333333333,21.4,4.9,44.0,3.2,2.2,310.0,CENTRO,3
4.14,21.0,15.425,15.644444444444444,35.06,4.9,54.0,3.3,2.5,307.0,CENTRO,4
4.24,11.0,15.4,15.655555555555555,27.12,5.1,60.0,3.2,1.2,259.0,CENTRO,5
4.3,9.0,15.5,15.666666666666666,41.15,15.073333333333332,59.0,3.7,1.1,282.0,CENTRO,6
4.33,6.0,15.5,15.677777777777777,34.33,15.08,98.0,3.7,2.2,245.0,CENTRO,7
4.6,7.0,15.3,15.688888888888888,31.75,15.086666666666666,85.0,4.0,1.2,305.0,CENTRO,8
4.9,11.0,15.6,15.7,39.51,15.093333333333334,95.0,4.6,3.2,229.0,CENTRO,9
4.72,14.0,15.8,15.7,35.47,15.1,126.0,4.4,3.0,295.0,CENTRO,10
4.82,27.0,15.9,15.8,28.59,15.2,110.0,4.4,3.4,349.0,CENTRO,11
4.79,32.0,16.1,16.0,31.4,15.4,82.0,4.9,3.4,335.0,CENTRO,12
4.64,42.0,16.0,15.9,34.47,15.3,70.0,5.1,3.5,13.0,CENTRO,13
4.98,38.0,15.9,15.8,49.91,15.1,77.0,7.8,3.9,41.0,CENTRO,14
5.19,46.0,15.9,15.7,58.49,15.0,100.0,9.3,5.3,83.0,CENTRO,15
4.96,48.0,15.866666666666667,15.7,55.77,15.0,124.0,8.6,4.1,46.0,CENTRO,16
4.66,47.0,15.833333333333334,15.649999999999999,34.34,15.0125,135.0,8.0,3.0,51.0,CENTRO,17
4.73,35.0,15.8,15.6,26.28,15.025,86.0,5.1,2.1,73.0,CENTRO,18
4.76,22.0,15.8,15.6,21.42,15.0375,80.0,4.6,4.8,97.0,CENTRO,19
5.14,6.0,15.785714285714286,15.616666666666667,32.61,15.05,66.0,4.6,3.9,360.0,CENTRO,20
5.46,6.0,15.771428571428572,15.633333333333333,41.94,15.0625,100.0,4.3,3.0,293.0,CENTRO,21
5.26,6.0,15.757142857142858,15.65,43.03,15.075,104.0,4.0,2.8,245.0,CENTRO,22
5.7,11.0,15.742857142857142,15.666666666666666,64.73,15.0875,96.0,5.2,5.4,230.0,CENTRO,23
5.23,9.0,15.728571428571428,2.7,62.05,15.1,168.0,6.1,4.1,242.0,CENTRO,0
5.12,8.0,15.714285714285714,2.8,56.2,15.1,136.0,5.4,2.6,259.0,CENTRO,1
5.03,7.0,15.7,2.7,48.59,15.112499999999999,115.0,4.6,2.3,257.0,CENTRO,2
4.82,8.0,15.7,15.733333333333334,44.07,15.125,104.0,4.7,2.6,259.0,CENTRO,3
4.78,10.0,15.733333333333333,15.75,52.59,15.1375,84.0,5.5,2.5,254.0,CENTRO,4
4.65,9.0,15.766666666666667,15.766666666666667,51.28,15.15,105.0,5.6,4.1,239.0,CENTRO,5
4.62,7.0,15.8,15.783333333333333,48.27,15.1625,121.0,5.6,3.0,300.0,CENTRO,6
4.59,6.0,15.8,15.8,40.73,15.174999999999999,100.0,4.9,1.6,273.0,CENTRO,7
4.72,8.0,15.850000000000001,15.833333333333334,38.62,15.1875,81.0,5.4,2.7,285.0,CENTRO,8
5.03,8.0,15.9,15.866666666666667,42.4,15.2,92.0,5.6,2.2,227.0,CENTRO,9
5.07,13.0,16.0,15.9,44.55,15.2,116.0,8.6,3.0,139.0,CENTRO,10
5.13,20.0,16.1,15.9,43.46,15.3,133.0,9.1,6.6,61.0,CENTRO,11
4.56,40.0,16.2,16.0,33.74,15.3,149.0,9.2,10.1,110.0,CENTRO,12
4.41,48.0,16.2,16.0,30.43,15.4,200.0,6.0,8.7,62.0,CENTRO,13
4.39,45.0,16.3,15.988888888888889,18.78,15.4,270.0,4.6,11.9,38.0,CENTRO,14
4.34,42.0,16.2,15.977777777777778,14.82,15.366666666666667,194.0,5.9,9.4,87.0,CENTRO,15
4.27,42.0,16.3,15.966666666666667,12.52,15.333333333333334,97.0,4.3,9.5,69.0,CENTRO,16
4.27,42.0,16.2,15.955555555555556,11.21,15.3,87.0,3.9,7.3,56.0,CENTRO,17
4.37,29.0,16.1,15.944444444444445,12.59,15.3,66.0,4.8,4.4,80.0,CENTRO,18
4.42,18.0,16.1,15.933333333333334,13.38,15.287500000000001,55.0,6.2,3.9,76.0,CENTRO,19
4.47,19.0,16.2,15.922222222222222,14.55,15.275,60.0,4.6,2.1,132.0,CENTRO,20
4.53,26.0,16.1,15.911111111111111,13.37,15.262500000000001,55.0,4.3,3.9,123.0,CENTRO,21
4.4,37.0,16.1,15.9,13.95,15.25,50.0,4.3,1.7,340.0,CENTRO,22
4.63,26.0,16.05,15.88,14.45,15.2375,44.0,5.2,1.9,263.0,CENTRO,23
4.46,24.0,16.0,15.860000000000001,13.92,15.225,56.0,4.3,1.2,190.0,CENTRO,0
4.53,17.0,16.0,15.84,15.32,15.2125,41.0,4.1,0.9,176.0,CENTRO,1
4.43,20.0,15.95,15.82,13.79,15.2,41.0,4.2,1.6,250.0,CENTRO,2
4.68,11.0,15.9,15.8,26.44,15.2,44.0,5.2,1.1,224.0,CENTRO,3
4.48,15.0,15.9,15.8,29.56,15.212499999999999,77.0,9.1,3.7,227.0,CENTRO,4
4.34,20.0,15.92,15.82,23.91,15.225,83.0,8.8,3.5,259.0,CENTRO,5
4.26,24.0,15.96,15.860000000000001,17.96,15.25,65.0,7.0,3.2,233.0,CENTRO,7
4.33,14.0,15.98,15.88,19.68,15.2625,56.0,7.2,3.6,257.0,CENTRO,8
