date,CO,O3,NO,NO2,PM2.5,NOX,PM10,SO2,WSR,WDR,Zona,Hora
2020-01-06 15:00:00,1.2493929,62.1521,2.9636574,18.247877,74.85,24.174189,115.0,4.3294563,1.5,126.0,NORTE,15
2020-01-06 15:00:00,2.05,69.0,3.4047155,17.89957,17.15,14.227083,75.71634,6.6,4.799999,245.50891,SURESTE,15
2020-01-06 16:00:00,3.6100001,64.0,5.8999996,25.6,62.75,31.5,128.23001,14.0,4.6,116.0,CENTRO,16
2020-01-06 16:00:00,1.0709823,68.43184,2.5303774,16.91339,54.51,22.254765,84.0,4.2143707,1.3000002,157.0,NORTE,16
2020-01-06 16:00:00,2.01,74.0,2.5529323,15.763851,14.099999,10.901008,62.789352,6.6,6.2999997,253.40211,SURESTE,16
2020-01-06 17:00:00,3.4500003,78.0,3.7999997,17.2,38.68,21.0,101.21001,7.1000004,5.3999996,98.0,CENTRO,17
2020-01-06 17:00:00,0.92030966,67.16114,1.7274485,16.985968,45.39,21.318594,80.0,3.8206863,1.3000002,188.0,NORTE,17
2020-01-06 17:00:00,2.06,71.0,1.8937778,15.006168,16.009998,9.133046,57.793495,7.3,8.4,265.80136,SURESTE,17
2020-01-06 18:00:00,3.48,59.0,3.7999997,18.300001,27.369999,22.0,80.93,8.200001,4.6,89.0,CENTRO,18
2020-01-06 18:00:00,0.892269,50.28762,1.6548395,19.682457,35.08,24.718182,60.0,3.2506995,1.3000002,193.0,NORTE,18
2020-01-06 18:00:00,2.25,54.0,1.3578606,18.933287,20.66,12.155778,52.506214,8.0,3.5999994,283.63226,SURESTE,18
2020-01-06 19:00:00,4.1800003,15.000001,11.799999,31.100002,30.59,42.800003,90.05,9.700001,1.0999999,195.0,CENTRO,19
2020-01-06 19:00:00,0.9829941,13.115403,8.154157,25.757328,27.75,37.956482,87.0,2.5801845,1.3226323,172.0,NORTE,19
2020-01-06 19:00:00,2.56,21.0,5.4098973,35.77729,25.169998,33.58641,56.804768,7.3,2.8999991,325.94183,SURESTE,19
2020-01-06 20:00:00,4.3,6.000002,18.900002,32.9,38.449997,51.7,118.44,11.400001,1.0,291.0,CENTRO,20
2020-01-06 20:00:00,1.0120755,5.011778,18.464203,26.86038,30.48,50.302135,76.0,2.3129764,1.3053608,227.0,NORTE,20
2020-01-06 20:00:00,2.96,5.000002,21.629486,36.29722,24.269999,49.904358,61.665794,6.3999996,2.8999991,338.10187,SURESTE,20
2020-01-06 21:00:00,4.16,6.000002,18.5,29.0,38.93,47.5,115.2,9.1,2.7999997,354.0,CENTRO,21
2020-01-06 21:00:00,0.7997604,5.7381954,14.581241,24.043003,13.469999,43.367455,83.0,2.1186073,1.8207321,153.0,NORTE,21
2020-01-06 21:00:00,3.0900002,3.000002,26.012032,34.053444,23.599998,52.156593,39.95,6.2999997,2.8999991,336.0517,SURESTE,21
2020-01-06 22:00:00,3.43,24.0,4.3999996,15.200001,22.9,19.7,71.76,6.8,4.3,47.999996,CENTRO,22
2020-01-06 22:00:00,0.46217006,15.735101,1.6094656,15.005594,10.67,20.505291,22.0,1.7986193,1.3999996,184.0,NORTE,22
2020-01-06 22:00:00,2.35,7.000002,4.2052407,29.138792,14.98,25.488478,43.09,6.3999996,4.4999995,327.57098,SURESTE,22
